INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Fatal/Injury Collision,152ND ST / 88TH AVE,4,2018,18-49260
Fatal/Injury Collision,152ND ST / 86TH AVE,7,2018,18-109569
Fatal/Injury Collision,156TH ST / 84TH AVE,7,2018,18-95435
Fatal/Injury Collision,84TH AVE / 156TH ST,7,2018,18-107428
Fatal/Injury Collision,156TH ST / 84TH AVE,7,2018,18-99600
Fatal/Injury Collision,152ND ST / 82ND AVE,7,2018,18-107990
Fatal/Injury Collision,9200 156TH ST,6,2018,18-94694
Fatal/Injury Collision,8900 156TH ST,7,2018,18-103118
Fatal/Injury Collision,160TH ST / 88TH AVE,7,2018,18-97456
Fatal/Injury Collision,162ND ST / 88TH AVE,7,2018,18-103036
Fatal/Injury Collision,88TH AVE / 168TH ST,7,2018,18-101728
Fatal/Injury Collision,148TH ST / 88TH AVE,7,2018,18-112074
Fatal/Injury Collision,148TH ST / 88TH AVE,7,2018,18-99007
Fatal/Injury Collision,148TH ST / 88TH AVE,7,2018,18-99007
Fatal/Injury Collision,150TH ST / ASHBY PL,7,2018,18-103694
Fatal/Injury Collision,152ND ST / 88TH AVE,7,2018,18-97816
Fatal/Injury Collision,152ND ST / 84TH AVE,7,2018,18-101854
Fatal/Injury Collision,8400 BLOCK 156B ST,7,2018,18-107426
Fatal/Injury Collision,FRASER HWY / 159TH ST,6,2018,18-94616
Fatal/Injury Collision,FRASER HWY / 159TH ST,7,2018,18-109231
Fatal/Injury Collision,160TH ST / 84TH AVE,7,2018,18-110713
Fatal/Injury Collision,160TH ST / FRASER HWY,7,2018,18-110155
Fatal/Injury Collision,157TH ST / 82ND AVE,7,2018,18-100006
Fatal/Injury Collision,16100 BLOCK 83RD AVE,7,2018,18-111342
Fatal/Injury Collision,168TH ST / FRASER HWY,7,2018,18-104051
Fatal/Injury Collision,FRASER HWY / 168TH ST,7,2018,18-111751
Fatal/Injury Collision,FRASER HWY / 168TH ST,7,2018,18-99123
Fatal/Injury Collision,8400 163RD ST,7,2018,18-99371
Fatal/Injury Collision,16200 FRASER HWY,6,2018,18-93260
Fatal/Injury Collision,164TH ST / FRASER HWY,7,2018,18-96752
Fatal/Injury Collision,80TH AVE / 168TH ST,7,2018,18-105443
Fatal/Injury Collision,8100 146TH ST,7,2018,18-97977
Fatal/Injury Collision,126TH ST / 88TH AVE,7,2018,18-102658
Fatal/Injury Collision,126A ST / 80TH AVE,7,2018,18-103136
Fatal/Injury Collision,12100 NORDEL WAY,7,2018,18-111961
Fatal/Injury Collision,124TH ST / 82ND AVE,7,2018,18-94886
Fatal/Injury Collision,NORDEL WAY / 88TH AVE,7,2018,18-103811
Fatal/Injury Collision,12100 NORDEL WAY,7,2018,18-97843
Fatal/Injury Collision,80TH AVE / 122ND ST,7,2018,18-98698
Fatal/Injury Collision,81ST AVE / 124TH ST,7,2018,18-95216
Fatal/Injury Collision,80TH AVE / 132ND ST,7,2018,18-106438
Fatal/Injury Collision,84TH AVE / 128TH ST,7,2018,18-112603
Fatal/Injury Collision,13100 88TH AVE,7,2018,18-107156
Fatal/Injury Collision,128TH ST / 87TH AVE,7,2018,18-97788
Fatal/Injury Collision,82ND AVE / 128TH ST,7,2018,18-103064
Fatal/Injury Collision,82ND AVE / 128TH ST,7,2018,18-106725
Fatal/Injury Collision,8700 BLOCK 130TH ST,7,2018,18-97991
Fatal/Injury Collision,130TH ST / 80TH AVE,7,2018,18-100871
Fatal/Injury Collision,128TH ST / 80TH AVE,7,2018,18-101284
Fatal/Injury Collision,82ND AVE / 128TH ST,7,2018,18-101849
Fatal/Injury Collision,128TH ST / 84TH AVE,7,2018,18-105330
Fatal/Injury Collision,13200 BLOCK 88TH AVE,7,2018,18-97399
Fatal/Injury Collision,88TH AVE / 140TH ST,7,2018,18-106224
Fatal/Injury Collision,KING GEORGE BLVD / 80TH AVE,7,2018,18-110169
Fatal/Injury Collision,KING GEORGE BLVD / 80TH AVE,7,2018,18-100922
Fatal/Injury Collision,KING GEORGE BLVD / 81A AVE,7,2018,18-109791
Fatal/Injury Collision,7700 KING GEORGE BLVD,7,2018,18-96281
Fatal/Injury Collision,KING GEORGE BLVD / 76TH AVE,6,2018,18-93948
Fatal/Injury Collision,140TH ST / 78A AVE,7,2018,18-107716
Fatal/Injury Collision,138TH ST / 74TH AVE,7,2018,18-107217
Fatal/Injury Collision,140TH ST / 75TH AVE,7,2018,18-100468
Fatal/Injury Collision,137TH ST / 72ND AVE,7,2018,18-112383
Fatal/Injury Collision,137TH ST / 72ND AVE,7,2018,18-112383
Fatal/Injury Collision,72ND AVE / 140TH ST,7,2018,18-104178
Fatal/Injury Collision,144TH ST / 88TH AVE,7,2018,18-104073
Fatal/Injury Collision,144TH ST / 84TH AVE,7,2018,18-102470
Fatal/Injury Collision,7300 141A ST,5,2018,18-72833
Fatal/Injury Collision,7800 120TH ST,7,2018,18-107416
Fatal/Injury Collision,72ND AVE / 124TH ST,7,2018,18-101557
Fatal/Injury Collision,72ND AVE / 124TH ST,7,2018,18-110743
Fatal/Injury Collision,72ND AVE / 124TH ST,7,2018,18-97894
Fatal/Injury Collision,72ND AVE / 126TH ST,6,2018,18-93159
Fatal/Injury Collision,72ND AVE / 126TH ST,7,2018,18-101481
Fatal/Injury Collision,126TH ST / 72ND AVE,7,2018,18-109736
Fatal/Injury Collision,13100 74TH AVE,7,2018,18-96817
Fatal/Injury Collision,76TH AVE / 128TH ST,7,2018,18-103509
Fatal/Injury Collision,132ND ST / 76TH AVE,7,2018,18-106064
Fatal/Injury Collision,130TH ST / 76TH AVE,7,2018,18-111830
Fatal/Injury Collision,76TH AVE / 128TH ST,7,2018,18-99631
Fatal/Injury Collision,12800 80TH AVE,7,2018,18-107839
Fatal/Injury Collision,74TH AVE / KING GEORGE BLVD,7,2018,18-105148
Fatal/Injury Collision,KING GEORGE BLVD / 77TH AVE,7,2018,18-103467
Fatal/Injury Collision,78TH AVE / KING GEORGE BLVD,7,2018,18-96093
Fatal/Injury Collision,77TH AVE / KING GEORGE BLVD,7,2018,18-97375
Fatal/Injury Collision,KING GEORGE BLVD / 77TH AVE,7,2018,18-103467
Fatal/Injury Collision,KING GEORGE BLVD / 78TH AVE,7,2018,18-106610
Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,7,2018,18-108397
Fatal/Injury Collision,13500 73RD AVE,7,2018,18-110829
Fatal/Injury Collision,73RD AVE / 135TH ST,7,2018,18-103151
Fatal/Injury Collision,135TH ST / 76TH AVE,6,2018,18-93265
Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,6,2018,18-93377
Fatal/Injury Collision,134TH ST / 77TH AVE,7,2018,18-101423
Fatal/Injury Collision,7400 BLOCK 132ND ST,7,2018,18-108617
Fatal/Injury Collision,135TH ST / 76TH AVE,7,2018,18-110168
Fatal/Injury Collision,146TH ST / 76TH AVE,7,2018,18-102663
Fatal/Injury Collision,152ND ST / 76TH AVE,7,2018,18-98669
Fatal/Injury Collision,7600 150A ST,7,2018,18-103309
Fatal/Injury Collision,7200 148TH ST,7,2018,18-102199
Fatal/Injury Collision,7200 149A ST,7,2018,18-112813
Fatal/Injury Collision,68TH AVE / 124TH ST,7,2018,18-110356
Fatal/Injury Collision,126TH ST / 71ST AVE,7,2018,18-105112
Fatal/Injury Collision,125TH ST / 72ND AVE,7,2018,18-108381
Fatal/Injury Collision,126TH ST / 72ND AVE,7,2018,18-109981
Fatal/Injury Collision,126TH ST / 72ND AVE,7,2018,18-112147
Fatal/Injury Collision,72ND AVE / 128TH ST,7,2018,18-103080
Fatal/Injury Collision,12600 68TH AVE,7,2018,18-100378
Fatal/Injury Collision,132ND ST / 69A AVE,7,2018,18-101169
Fatal/Injury Collision,134TH ST / 71A AVE,7,2018,18-100888
Fatal/Injury Collision,72ND AVE / HALL RD,7,2018,18-105765
Fatal/Injury Collision,13500 70A AVE,7,2018,18-104031
Fatal/Injury Collision,13400 72ND AVE,7,2018,18-110330
Fatal/Injury Collision,135TH ST / 68TH AVE,7,2018,18-106684
Fatal/Injury Collision,7100 KING GEORGE BLVD,7,2018,18-102177
Fatal/Injury Collision,142ND ST / 72ND AVE,7,2018,18-105004
Fatal/Injury Collision,71ST AVE / 142ND ST,7,2018,18-106413
Fatal/Injury Collision,70A AVE / 144TH ST,7,2018,18-103754
Fatal/Injury Collision,72ND AVE / 144TH ST,7,2018,18-108971
Fatal/Injury Collision,72ND AVE / 144TH ST,7,2018,18-105472
Fatal/Injury Collision,6900 152ND ST,7,2018,18-96294
Fatal/Injury Collision,6700 151A ST,7,2018,18-108828
Fatal/Injury Collision,7800 BLOCK 152ND ST,7,2018,18-107295
Fatal/Injury Collision,152ND ST / 68TH AVE,7,2018,18-95252
Fatal/Injury Collision,152ND ST / 68TH AVE,7,2018,18-95726
Fatal/Injury Collision,156TH ST / 64TH AVE,7,2018,18-105015
Fatal/Injury Collision,60TH AVE / 152ND ST,6,2018,18-87668
Fatal/Injury Collision,66TH AVE / 121ST ST,7,2018,18-96183
Fatal/Injury Collision,66TH AVE / 124TH ST,7,2018,18-108744
Fatal/Injury Collision,64TH AVE / 132ND ST,7,2018,18-106720
Fatal/Injury Collision,64TH AVE / 134TH ST,7,2018,18-104369
Fatal/Injury Collision,13300 64TH AVE,7,2018,18-100277
Fatal/Injury Collision,KING GEORGE BLVD / 68TH AVE,7,2018,18-105041
Fatal/Injury Collision,KING GEORGE BLVD / 64TH AVE,7,2018,18-101860
Fatal/Injury Collision,138TH ST / 68TH AVE,7,2018,18-101772
Fatal/Injury Collision,124TH ST / 63A AVE,7,2018,18-94958
Fatal/Injury Collision,124TH ST / 64TH AVE,7,2018,18-94988
Fatal/Injury Collision,6300 126TH ST,7,2018,18-106802
Fatal/Injury Collision,132ND ST / 64TH AVE,7,2018,18-106745
Fatal/Injury Collision,132ND ST / 64TH AVE,7,2018,18-100889
Fatal/Injury Collision,62ND AVE / 136TH ST,7,2018,18-107431
Fatal/Injury Collision,132ND ST / 58TH AVE,7,2018,18-106046
Fatal/Injury Collision,58TH AVE / 132ND ST,7,2018,18-99633
Fatal/Injury Collision,132ND ST / 58TH AVE,7,2018,18-105702
Fatal/Injury Collision,132ND ST / 58TH AVE,7,2018,18-106046
Fatal/Injury Collision,130A ST / 56TH AVE,7,2018,18-99628
Fatal/Injury Collision,62ND AVE / KING GEORGE BLVD,7,2018,18-108434
Fatal/Injury Collision,6200 KING GEORGE BLVD,7,2018,18-100187
Fatal/Injury Collision,KING GEORGE BLVD / 62ND AVE,7,2018,18-101638
Fatal/Injury Collision,144TH ST / 64TH AVE,7,2018,18-99773
Fatal/Injury Collision,64TH AVE / 144TH ST,7,2018,18-97358
Fatal/Injury Collision,148TH ST / 60TH AVE,7,2018,18-100805
Fatal/Injury Collision,13600 57B AVE,7,2018,18-109785
Fatal/Injury Collision,144TH ST / 56TH AVE,7,2018,18-110607
Fatal/Injury Collision,58TH AVE / KING GEORGE BLVD,7,2018,18-101344
Fatal/Injury Collision,COLEBROOK RD / 152ND ST,7,2018,18-101982
Fatal/Injury Collision,15000 56TH AVE,7,2018,18-103727
Fatal/Injury Collision,5900 146A ST,7,2018,18-96862
Fatal/Injury Collision,59A AVE / 148TH ST,7,2018,18-100806
Fatal/Injury Collision,152ND ST / 64TH AVE,7,2018,18-101996
Fatal/Injury Collision,152ND ST / 64TH AVE,7,2018,18-110332
Fatal/Injury Collision,6300 152ND ST,7,2018,18-99279
Fatal/Injury Collision,150TH ST / 60TH AVE,7,2018,18-105616
Fatal/Injury Collision,15200 56TH AVE,7,2018,18-110191
Fatal/Injury Collision,15200 56TH AVE,7,2018,18-110191
Fatal/Injury Collision,176TH ST OFRP / TRANS CANADA HWY,7,2018,18-98886
Fatal/Injury Collision,96TH AVE / GOLDEN EARS WAY,7,2018,18-101429
Fatal/Injury Collision,96TH AVE / 176TH ST,7,2018,18-107977
Fatal/Injury Collision,176TH ST / 96TH AVE,7,2018,18-101908
Fatal/Injury Collision,GOLDEN EARS WAY / 96TH AVE CONN,7,2018,18-111980
Fatal/Injury Collision,94TH AVE / 192ND ST,7,2018,18-97644
Fatal/Injury Collision,95A AVE / 192ND ST,7,2018,18-100122
Fatal/Injury Collision,96TH AVE / 192ND ST,7,2018,18-97688
Fatal/Injury Collision,96TH AVE / 195TH ST,7,2018,18-97133
Fatal/Injury Collision,192ND ST / 96TH AVE,7,2018,18-104664
Fatal/Injury Collision,9500 192ND ST,7,2018,18-104192
Fatal/Injury Collision,96TH AVE CONN / GOLDEN EARS WAY,7,2018,18-106661
Fatal/Injury Collision,192ND ST OFRP / TRANS CANADA HWY,7,2018,18-97899
Fatal/Injury Collision,192ND ST OFRP / TRANS CANADA HWY,7,2018,18-97899
Fatal/Injury Collision,192ND ST / 80TH AVE,7,2018,18-105576
Fatal/Injury Collision,88TH AVE / 176TH ST,7,2018,18-111609
Fatal/Injury Collision,176TH ST / 88TH AVE,7,2018,18-106942
Fatal/Injury Collision,191ST ST / 72ND AVE,6,2018,18-93763
Fatal/Injury Collision,195TH ST / 72ND AVE,7,2018,18-95304
Fatal/Injury Collision,19300 80TH AVE,7,2018,18-112035
Fatal/Injury Collision,184TH ST / FRASER HWY,7,2018,18-108886
Fatal/Injury Collision,68TH AVE / 188TH ST,7,2018,18-95661
Fatal/Injury Collision,68TH AVE / 188TH ST,7,2018,18-106031
Fatal/Injury Collision,17700 64TH AVE,7,2018,18-101960
Fatal/Injury Collision,182ND ST / FRASER HWY,7,2018,18-98153
Fatal/Injury Collision,182ND ST / FRASER HWY,7,2018,18-97913
Fatal/Injury Collision,CLAYTONWOOD GT / 64TH AVE,7,2018,18-95281
Fatal/Injury Collision,64TH AVE / 188TH ST,7,2018,18-101379
Fatal/Injury Collision,188TH ST / FRASER HWY,7,2018,18-101475
Fatal/Injury Collision,16700 61ST AVE,7,2018,18-105314
Fatal/Injury Collision,166TH ST / 63RD AVE,7,2018,18-99177
Fatal/Injury Collision,168TH ST / 64TH AVE,7,2018,18-95238
Fatal/Injury Collision,168TH ST / 63RD AVE,7,2018,18-103463
Fatal/Injury Collision,62ND AVE / 176TH ST,7,2018,18-101251
Fatal/Injury Collision,176TH ST / 60TH AVE,7,2018,18-96214
Fatal/Injury Collision,174TH ST / 60TH AVE,7,2018,18-100299
Fatal/Injury Collision,58TH AVE / CLOVERDALE BPS,7,2018,18-105962
Fatal/Injury Collision,175TH ST / 57TH AVE,7,2018,18-98413
Fatal/Injury Collision,175TH ST / 57TH AVE,7,2018,18-98378
Fatal/Injury Collision,175TH ST / 57TH AVE,7,2018,18-98413
Fatal/Injury Collision,176TH ST / 64TH AVE,7,2018,18-107410
Fatal/Injury Collision,177B ST / 57TH AVE,7,2018,18-103664
Fatal/Injury Collision,180TH ST / 56TH AVE,7,2018,18-101968
Fatal/Injury Collision,17800 56TH AVE,5,2018,18-77055
Fatal/Injury Collision,176A ST / 56TH AVE,7,2018,18-95190
Fatal/Injury Collision,18100 64TH AVE,7,2018,18-96220
Fatal/Injury Collision,18400 BLOCK 60TH AVE,7,2018,18-100387
Fatal/Injury Collision,192ND ST / 60TH AVE,7,2018,18-102008
Fatal/Injury Collision,188TH ST / 56TH AVE,7,2018,18-102204
Fatal/Injury Collision,19300 LANGLEY BPS,7,2018,18-103433
Fatal/Injury Collision,19400 LANGLEY BPS,7,2018,18-104217
Fatal/Injury Collision,56TH AVE / 184TH ST,7,2018,18-101221
Fatal/Injury Collision,54TH AVE / 188TH ST,7,2018,18-101990
Fatal/Injury Collision,19000 56TH AVE,7,2018,18-104910
Fatal/Injury Collision,18900 54TH AVE,7,2018,18-97862
Fatal/Injury Collision,19400 54TH AVE,7,2018,18-107510
Fatal/Injury Collision,3700 152ND ST,7,2018,18-97489
Fatal/Injury Collision,KING GEORGE BLVD / 40TH AVE,7,2018,18-100838
Fatal/Injury Collision,KING GEORGE BLVD ONRP / HWY 99,7,2018,18-112755
Fatal/Injury Collision,32ND AVE / 168TH ST,7,2018,18-96844
Fatal/Injury Collision,164TH ST / 32ND AVE,7,2018,18-101300
Fatal/Injury Collision,32ND AVE / 176TH ST,7,2018,18-103502
Fatal/Injury Collision,13200 CRESCENT RD,7,2018,18-101082
Fatal/Injury Collision,32ND AVE / 144TH ST,7,2018,18-106186
Fatal/Injury Collision,3600 KING GEORGE BLVD,7,2018,18-103093
Fatal/Injury Collision,148A ST / 25TH AVE,7,2018,18-106464
Fatal/Injury Collision,152ND ST / 29A AVE,7,2018,18-98484
Fatal/Injury Collision,3100 KING GEORGE BLVD,7,2018,18-108840
Fatal/Injury Collision,3100 KING GEORGE BLVD,7,2018,18-97273
Fatal/Injury Collision,3000 152ND ST,7,2018,18-103638
Fatal/Injury Collision,152ND ST / KING GEORGE BLVD,7,2018,18-109071
Fatal/Injury Collision,26TH AVE / KING GEORGE BLVD,7,2018,18-100597
Fatal/Injury Collision,157TH ST / 24TH AVE,7,2018,18-106528
Fatal/Injury Collision,157TH ST / 24TH AVE,7,2018,18-106528
Fatal/Injury Collision,15600 24TH AVE,7,2018,18-107851
Fatal/Injury Collision,128TH ST / 22ND AVE,7,2018,18-98470
Fatal/Injury Collision,12800 16TH AVE,7,2018,18-105644
Fatal/Injury Collision,148TH ST / 16TH AVE,7,2018,18-102408
Fatal/Injury Collision,152ND ST / 20TH AVE,7,2018,18-100596
Fatal/Injury Collision,1800 152ND ST,7,2018,18-104447
Fatal/Injury Collision,1700 MARTIN DR,7,2018,18-98523
Fatal/Injury Collision,2100 CUMBRIA DR,7,2018,18-96306
Fatal/Injury Collision,2100 KING GEORGE BLVD,7,2018,18-101861
Fatal/Injury Collision,15500 16TH AVE,7,2018,18-104179
Fatal/Injury Collision,160TH ST / KING GEORGE BLVD,7,2018,18-97364
Fatal/Injury Collision,32ND AVE ONRP / HWY 99,6,2018,18-93731
Fatal/Injury Collision,152ND ST / 34TH AVE,7,2018,18-110797
Fatal/Injury Collision,154TH ST / 32ND AVE,6,2018,18-93741
Fatal/Injury Collision,15200 32ND AVE,7,2018,18-107874
Fatal/Injury Collision,156A ST / 32ND AVE,7,2018,18-108478
Fatal/Injury Collision,3000 CROYDON DR,7,2018,18-108714
Fatal/Injury Collision,15400 32ND AVE,6,2018,18-93728
Fatal/Injury Collision,24TH AVE / 160TH ST,7,2018,18-101256
Fatal/Injury Collision,24TH AVE / OAK MEADOWS DR,7,2018,18-103834
Fatal/Injury Collision,24TH AVE / 161A ST,7,2018,18-95081
Fatal/Injury Collision,2300 160TH ST,7,2018,18-99079
Fatal/Injury Collision,24TH AVE / 160TH ST,7,2018,18-109149
Fatal/Injury Collision,165TH ST / 24TH AVE,7,2018,18-99824
Fatal/Injury Collision,176TH ST / 20TH AVE,7,2018,18-98793
Fatal/Injury Collision,2900 176TH ST,7,2018,18-109567
Fatal/Injury Collision,24TH AVE / 184TH ST,7,2018,18-108537
Fatal/Injury Collision,190TH ST / 36TH AVE,7,2018,18-110055
Fatal/Injury Collision,19300 24TH AVE,7,2018,18-109398
Fatal/Injury Collision,192ND ST / 36TH AVE,7,2018,18-112299
Fatal/Injury Collision,192ND ST / 24TH AVE,7,2018,18-107855
Fatal/Injury Collision,184TH ST / 16TH AVE,7,2018,18-96525
Fatal/Injury Collision,16TH AVE / 184TH ST,7,2018,18-105768
Fatal/Injury Collision,16TH AVE / HWY 99 ONRP,7,2018,18-107446
Fatal/Injury Collision,18700 BLOCK 16TH AVE,7,2018,18-104926
Graffiti,10706 148 ST,7,2018,20521979
Graffiti,14368 77A AVE,7,2018,20517930
Graffiti,5937 179 ST,7,2018,20592237
Graffiti,8888 152A ST,7,2018,20598982
Graffiti,6262 150 ST,7,2018,20552643
Graffiti,14394 77A AVE,7,2018,20517932
Graffiti,13941 64 AVE,7,2018,20544551
Graffiti,6651 148 ST,7,2018,20601147
Graffiti,6429 KING GEORGE BLVD,7,2018,20564908
Graffiti,13889 64 AVE,7,2018,20530860
Graffiti,13795 70 AVE,7,2018,20506167
Graffiti,13070 109 AVE,6,2018,20498496
Graffiti,6543 140 ST,7,2018,20556179
Graffiti,6543 140 ST,7,2018,20556177
Break and Enter - Business,12200 INDUSTRIAL RD,8,2018,18-118103
Break and Enter - Business,12200 INDUSTRIAL RD,8,2018,18-118835
Break and Enter - Business,12700 KING GEORGE BLVD,8,2018,18-122672
Break and Enter - Business,128TH ST / 112A AVE,8,2018,18-124655
Break and Enter - Business,12800 KING GEORGE BLVD,8,2018,18-119727
Break and Enter - Business,12800 KING GEORGE BLVD,8,2018,18-122653
Break and Enter - Business,12900 115TH AVE,8,2018,18-127122
Break and Enter - Business,12700 110TH AVE,6,2018,18-89565
Break and Enter - Business,10800 125TH ST,8,2018,18-128677
Break and Enter - Residence,10800 132ND ST,8,2018,18-115243
Break and Enter - Residence,10800 132ND ST,8,2018,18-118397
Break and Enter - Business,13400 HILTON RD,8,2018,18-124876
Break and Enter - Residence,13300 108TH AVE,7,2018,18-125997
Break and Enter - Business,10400 UNIVERSITY DR,8,2018,18-130213
Break and Enter - Business,10600 CITY PKWY,7,2018,18-105240
Break and Enter - Business,10800 CITY PKWY,8,2018,18-117063
Break and Enter - Business,10800 CITY PKWY,8,2018,18-117474
Break and Enter - Business,10600 135A ST,8,2018,18-116365
Break and Enter - Residence,10600 KING GEORGE BLVD,8,2018,18-122077
Break and Enter - Business,13500 106TH AVE,8,2018,18-118219
Break and Enter - Business,10400 138TH ST,8,2018,18-123058
Break and Enter - Business,10500 140TH ST,8,2018,18-120210
Break and Enter - Business,10300 SCOTT RD,8,2018,18-117377
Break and Enter - Business,10300 SCOTT RD,8,2018,18-119641
Break and Enter - Residence,12000 100TH AVE,8,2018,18-113354
Break and Enter - Residence,10000 PARK DR,8,2018,18-116707
Break and Enter - Residence,12700 102ND AVE,8,2018,18-123589
Break and Enter - Residence,10200 MICHEL PL,8,2018,18-130180
Break and Enter - Residence,13300 103A AVE,8,2018,18-116332
Break and Enter - Residence,13300 OLD YALE RD,8,2018,18-115012
Break and Enter - Business,10100 KING GEORGE BLVD,8,2018,18-123200
Break and Enter - Business,10300 138A ST,8,2018,18-117055
Break and Enter - Business,10300 138A ST,7,2018,18-122087
Break and Enter - Business,10300 138A ST,8,2018,18-127172
Break and Enter - Residence,13700 102ND AVE,8,2018,18-128032
Break and Enter - Residence,12000 99TH AVE,7,2018,18-125625
Break and Enter - Residence,12500 99TH AVE,8,2018,18-115304
Break and Enter - Residence,11500 140A ST,8,2018,18-127090
Break and Enter - Residence,16100 SPRINGSIDE CRT,8,2018,18-118710
Break and Enter - Residence,10700 164TH ST,8,2018,18-115666
Break and Enter - Residence,16800 103A AVE,8,2018,18-115688
Break and Enter - Residence,17300 103A AVE,8,2018,18-128506
Break and Enter - Business,10600 144TH ST,8,2018,18-125287
Break and Enter - Business,15400 104TH AVE,8,2018,18-121601
Break and Enter - Residence,10500 154A ST,8,2018,18-129872
Break and Enter - Residence,14000 103A AVE,8,2018,18-126192
Break and Enter - Residence,14100 103RD AVE,8,2018,18-121986
Break and Enter - Business,14800 103A AVE,8,2018,18-126756
Break and Enter - Business,10300 152ND ST,8,2018,18-115706
Break and Enter - Residence,15000 101ST AVE,8,2018,18-113507
Break and Enter - Residence,9600 148TH ST,8,2018,18-115764
Break and Enter - Residence,9600 151A ST,8,2018,18-116253
Break and Enter - Business,10100 153RD ST,8,2018,18-116244
Break and Enter - Business,10200 152ND ST,8,2018,18-121377
Break and Enter - Residence,10000 154TH ST,8,2018,18-126413
Break and Enter - Residence,15400 101A AVE,8,2018,18-126448
Break and Enter - Residence,10200 152ND ST,8,2018,18-130413
Break and Enter - Residence,9200 163RD ST,8,2018,18-125477
Break and Enter - Residence,16700 92A AVE,8,2018,18-118311
Break and Enter - Business,15100 FRASER HWY,8,2018,18-116288
Break and Enter - Business,8900 152ND ST,8,2018,18-119192
Break and Enter - Business,8900 152ND ST,8,2018,18-119215
Break and Enter - Business,12300 88TH AVE,8,2018,18-115776
Break and Enter - Business,8400 124TH ST,8,2018,18-115959
Break and Enter - Business,12600 82ND AVE,8,2018,18-122713
Break and Enter - Business,8100 121A ST,8,2018,18-123546
Break and Enter - Business,8100 120A ST,8,2018,18-129834
Break and Enter - Business,8000 128TH ST,8,2018,18-113569
Break and Enter - Business,8300 132ND ST,8,2018,18-131911
Break and Enter - Business,13700 80TH AVE,8,2018,18-119693
Break and Enter - Residence,14000 84TH AVE,8,2018,18-115750
Break and Enter - Residence,14100 82A AVE,8,2018,18-120936
Break and Enter - Residence,7600 140A ST,8,2018,18-116366
Break and Enter - Residence,7500 124TH ST,8,2018,18-113122
Break and Enter - Residence,7800 126A ST,8,2018,18-114306
Break and Enter - Business,12700 78TH AVE,8,2018,18-124822
Break and Enter - Business,7800 132ND ST,8,2018,18-113994
Break and Enter - Business,13100 76TH AVE,8,2018,18-121970
Break and Enter - Business,7900 128TH ST,8,2018,18-123654
Break and Enter - Business,7400 KING GEORGE BLVD,7,2018,18-111831
Break and Enter - Business,7500 KING GEORGE BLVD,8,2018,18-114682
Break and Enter - Business,13300 COMBER WAY,8,2018,18-116137
Break and Enter - Business,13400 COMBER WAY,8,2018,18-129270
Break and Enter - Business,7400 KING GEORGE BLVD,8,2018,18-129951
Break and Enter - Residence,7200 144TH ST,8,2018,18-122531
Break and Enter - Business,125TH ST / 72ND AVE,7,2018,18-128799
Break and Enter - Residence,6900 128TH ST,8,2018,18-128134
Break and Enter - Business,15300 56TH AVE,8,2018,18-119211
Break and Enter - Business,19100 94TH AVE,8,2018,18-115374
Break and Enter - Business,19300 96TH AVE,8,2018,18-120358
Break and Enter - Business,9400 192ND ST,8,2018,18-125446
Break and Enter - Business,18500 97TH AVE,8,2018,18-126675
Break and Enter - Business,19300 94TH AVE,8,2018,18-129790
Break and Enter - Residence,9400 192ND ST,8,2018,18-127675
Break and Enter - Residence,17000 92ND AVE,8,2018,18-124831
Break and Enter - Business,16400 64TH AVE,8,2018,18-115973
Break and Enter - Residence,19100 72ND AVE,8,2018,18-125177
Break and Enter - Residence,19400 72A AVE,8,2018,18-115881
Break and Enter - Residence,19500 73RD AVE,8,2018,18-128771
Break and Enter - Residence,6500 195A ST,8,2018,18-116037
Break and Enter - Residence,19200 65TH AVE,8,2018,18-121378
Break and Enter - Residence,19400 68TH AVE,8,2018,18-128981
Break and Enter - Residence,18800 68TH AVE,8,2018,18-125965
Break and Enter - Business,17500 57TH AVE,8,2018,18-119660
Break and Enter - Residence,17500 56TH AVE,3,2018,18-29278
Break and Enter - Business,17900 ROAN PL,6,2018,18-113090
Break and Enter - Business,17700 56TH AVE,8,2018,18-116918
Break and Enter - Residence,18800 59A AVE,8,2018,18-118050
Break and Enter - Business,19200 60TH AVE,8,2018,18-128530
Break and Enter - Business,19200 ENTERPRISE WAY,8,2018,18-118080
Break and Enter - Residence,3400 CANTERBURY PL,8,2018,18-118076
Break and Enter - Residence,3500 CANTERBURY DR,8,2018,18-118138
Break and Enter - Residence,137A ST / 31ST AVE,8,2018,18-121900
Break and Enter - Residence,13400 27TH AVE,8,2018,18-125835
Break and Enter - Residence,2400 140TH ST,8,2018,18-127696
Break and Enter - Residence,14300 31A AVE,8,2018,18-116701
Break and Enter - Residence,2500 141ST ST,8,2018,18-118427
Break and Enter - Business,2900 KING GEORGE BLVD,8,2018,18-114700
Break and Enter - Residence,12600 14B AVE,8,2018,18-118193
Break and Enter - Residence,2300 132ND ST,8,2018,18-119003
Break and Enter - Residence,13500 22A AVE,8,2018,18-121386
Break and Enter - Residence,2100 131B ST,8,2018,18-123682
Break and Enter - Residence,12900 18TH AVE,8,2018,18-122796
Break and Enter - Residence,13500 13A AVE,8,2018,18-125746
Break and Enter - Business,1900 152ND ST,8,2018,18-117356
