Intersection,Hourly_Average,Time,Eastbound,Westbound,Northbound,Southbound,Total
16 Avenue East of 192 Street,Saturday-Sunday,12:00 AM,56,45,,,101
16 Avenue East of 192 Street,Saturday-Sunday,1:00 AM,32,25,,,57
16 Avenue East of 192 Street,Saturday-Sunday,2:00 AM,17,15,,,32
16 Avenue East of 192 Street,Saturday-Sunday,3:00 AM,12,11,,,23
16 Avenue East of 192 Street,Saturday-Sunday,4:00 AM,15,17,,,32
16 Avenue East of 192 Street,Saturday-Sunday,5:00 AM,27,51,,,79
16 Avenue East of 192 Street,Saturday-Sunday,6:00 AM,75,104,,,179
16 Avenue East of 192 Street,Saturday-Sunday,7:00 AM,137,141,,,278
16 Avenue East of 192 Street,Saturday-Sunday,8:00 AM,207,204,,,410
16 Avenue East of 192 Street,Saturday-Sunday,9:00 AM,297,256,,,553
16 Avenue East of 192 Street,Saturday-Sunday,10:00 AM,370,305,,,674
16 Avenue East of 192 Street,Saturday-Sunday,11:00 AM,391,354,,,744
16 Avenue East of 192 Street,Saturday-Sunday,12:00 PM,392,398,,,790
16 Avenue East of 192 Street,Saturday-Sunday,1:00 PM,405,423,,,828
16 Avenue East of 192 Street,Saturday-Sunday,2:00 PM,407,424,,,832
16 Avenue East of 192 Street,Saturday-Sunday,3:00 PM,402,448,,,850
16 Avenue East of 192 Street,Saturday-Sunday,4:00 PM,347,442,,,789
16 Avenue East of 192 Street,Saturday-Sunday,5:00 PM,316,406,,,723
16 Avenue East of 192 Street,Saturday-Sunday,6:00 PM,259,310,,,568
16 Avenue East of 192 Street,Saturday-Sunday,7:00 PM,223,256,,,478
16 Avenue East of 192 Street,Saturday-Sunday,8:00 PM,193,207,,,399
16 Avenue East of 192 Street,Saturday-Sunday,9:00 PM,129,144,,,273
16 Avenue East of 192 Street,Saturday-Sunday,10:00 PM,103,96,,,199
16 Avenue East of 192 Street,Saturday-Sunday,11:00 PM,73,63,,,136
88 Avenue West of 123 Street,Saturday-Sunday,12:00 AM,331,193,,,524
88 Avenue West of 123 Street,Saturday-Sunday,1:00 AM,195,107,,,302
88 Avenue West of 123 Street,Saturday-Sunday,2:00 AM,135,86,,,221
88 Avenue West of 123 Street,Saturday-Sunday,3:00 AM,101,85,,,187
88 Avenue West of 123 Street,Saturday-Sunday,4:00 AM,97,126,,,223
88 Avenue West of 123 Street,Saturday-Sunday,5:00 AM,108,228,,,336
88 Avenue West of 123 Street,Saturday-Sunday,6:00 AM,208,315,,,523
88 Avenue West of 123 Street,Saturday-Sunday,7:00 AM,287,418,,,705
88 Avenue West of 123 Street,Saturday-Sunday,8:00 AM,371,559,,,930
88 Avenue West of 123 Street,Saturday-Sunday,9:00 AM,539,757,,,1296
88 Avenue West of 123 Street,Saturday-Sunday,10:00 AM,717,863,,,1580
88 Avenue West of 123 Street,Saturday-Sunday,11:00 AM,829,928,,,1756
88 Avenue West of 123 Street,Saturday-Sunday,12:00 PM,933,1005,,,1938
88 Avenue West of 123 Street,Saturday-Sunday,1:00 PM,1008,1011,,,2019
88 Avenue West of 123 Street,Saturday-Sunday,2:00 PM,1021,1026,,,2047
