Intersection,Hourly_Average,Time,Eastbound,Westbound,Northbound,Southbound,Total
16 Avenue East of 192 Street,Saturday-Sunday,12:00 AM,63,53,,,116
16 Avenue East of 192 Street,Saturday-Sunday,1:00 AM,32,31,,,63
16 Avenue East of 192 Street,Saturday-Sunday,2:00 AM,20,20,,,40
16 Avenue East of 192 Street,Saturday-Sunday,3:00 AM,11,14,,,25
16 Avenue East of 192 Street,Saturday-Sunday,4:00 AM,13,23,,,36
16 Avenue East of 192 Street,Saturday-Sunday,5:00 AM,28,60,,,88
16 Avenue East of 192 Street,Saturday-Sunday,6:00 AM,72,102,,,174
16 Avenue East of 192 Street,Saturday-Sunday,7:00 AM,140,136,,,276
16 Avenue East of 192 Street,Saturday-Sunday,8:00 AM,190,206,,,396
16 Avenue East of 192 Street,Saturday-Sunday,9:00 AM,271,236,,,507
16 Avenue East of 192 Street,Saturday-Sunday,10:00 AM,318,279,,,597
16 Avenue East of 192 Street,Saturday-Sunday,11:00 AM,351,326,,,677
16 Avenue East of 192 Street,Saturday-Sunday,12:00 PM,372,347,,,719
16 Avenue East of 192 Street,Saturday-Sunday,1:00 PM,382,383,,,765
16 Avenue East of 192 Street,Saturday-Sunday,2:00 PM,353,393,,,746
16 Avenue East of 192 Street,Saturday-Sunday,3:00 PM,355,401,,,756
16 Avenue East of 192 Street,Saturday-Sunday,4:00 PM,337,403,,,740
16 Avenue East of 192 Street,Saturday-Sunday,5:00 PM,276,372,,,648
16 Avenue East of 192 Street,Saturday-Sunday,6:00 PM,231,301,,,532
16 Avenue East of 192 Street,Saturday-Sunday,7:00 PM,190,258,,,448
16 Avenue East of 192 Street,Saturday-Sunday,8:00 PM,188,231,,,419
16 Avenue East of 192 Street,Saturday-Sunday,9:00 PM,155,206,,,361
16 Avenue East of 192 Street,Saturday-Sunday,10:00 PM,127,138,,,265
16 Avenue East of 192 Street,Saturday-Sunday,11:00 PM,83,76,,,159
32 Avenue East of 192 Street,Saturday-Sunday,12:00 AM,33,22,,,55
32 Avenue East of 192 Street,Saturday-Sunday,1:00 AM,20,13,,,33
32 Avenue East of 192 Street,Saturday-Sunday,2:00 AM,9,10,,,19
32 Avenue East of 192 Street,Saturday-Sunday,3:00 AM,6,8,,,14
32 Avenue East of 192 Street,Saturday-Sunday,4:00 AM,4,13,,,17
32 Avenue East of 192 Street,Saturday-Sunday,5:00 AM,9,27,,,36
32 Avenue East of 192 Street,Saturday-Sunday,6:00 AM,27,48,,,75
32 Avenue East of 192 Street,Saturday-Sunday,7:00 AM,40,64,,,104
32 Avenue East of 192 Street,Saturday-Sunday,8:00 AM,68,101,,,169
32 Avenue East of 192 Street,Saturday-Sunday,9:00 AM,96,120,,,216
32 Avenue East of 192 Street,Saturday-Sunday,10:00 AM,124,148,,,272
32 Avenue East of 192 Street,Saturday-Sunday,11:00 AM,123,153,,,276
32 Avenue East of 192 Street,Saturday-Sunday,12:00 PM,140,154,,,294
32 Avenue East of 192 Street,Saturday-Sunday,1:00 PM,138,131,,,269
32 Avenue East of 192 Street,Saturday-Sunday,2:00 PM,140,144,,,284
32 Avenue East of 192 Street,Saturday-Sunday,3:00 PM,149,160,,,309
32 Avenue East of 192 Street,Saturday-Sunday,4:00 PM,140,152,,,292
32 Avenue East of 192 Street,Saturday-Sunday,5:00 PM,119,133,,,252
32 Avenue East of 192 Street,Saturday-Sunday,6:00 PM,112,103,,,215
32 Avenue East of 192 Street,Saturday-Sunday,7:00 PM,81,99,,,180
32 Avenue East of 192 Street,Saturday-Sunday,8:00 PM,76,90,,,166
32 Avenue East of 192 Street,Saturday-Sunday,9:00 PM,80,76,,,156
32 Avenue East of 192 Street,Saturday-Sunday,10:00 PM,59,51,,,110
32 Avenue East of 192 Street,Saturday-Sunday,11:00 PM,40,34,,,74
72 Avenue West of 123 Street,Saturday-Sunday,12:00 AM,275,165,,,440
72 Avenue West of 123 Street,Saturday-Sunday,1:00 AM,179,88,,,267
72 Avenue West of 123 Street,Saturday-Sunday,2:00 AM,123,70,,,193
72 Avenue West of 123 Street,Saturday-Sunday,3:00 AM,88,93,,,181
72 Avenue West of 123 Street,Saturday-Sunday,4:00 AM,91,96,,,187
72 Avenue West of 123 Street,Saturday-Sunday,5:00 AM,90,183,,,273
72 Avenue West of 123 Street,Saturday-Sunday,6:00 AM,137,228,,,365
72 Avenue West of 123 Street,Saturday-Sunday,7:00 AM,188,278,,,466
