Date/Time,Year,Month,Mean Max Temp (°C),Mean Max Temp Flag,Mean Min Temp (°C),Mean Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Extr Max Temp (°C),Extr Max Temp Flag,Extr Min Temp (°C),Extr Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day (cm),Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1966-12,1966,12,8.1,,3.8,,6,,11.7,,-1.1,S,246.6,,1.8,,248.4,,0,,,,,
1967-01,1967,1,6.9,,2.1,,4.5,,10.6,,-2.8,,227.1,,10.2,,237.2,,0,,,,,
1967-02,1967,2,8.2,,2.2,,5.2,,10.6,S,-1.7,S,84.6,,0,,84.6,,0,,,,,
1967-03,1967,3,8.7,,2.1,,5.4,,13.9,,-2.2,,93.7,,0,T,93.7,,0,,,,,
1967-04,1967,4,10.9,,3.1,,7,,13.3,S,0,S,60.7,,0,,60.7,,0,,,,,
1967-05,1967,5,15.1,,7.6,,11.4,,22.8,,4.4,S,44.2,,0,,44.2,,0,,,,,
1967-06,1967,6,19.9,,11.5,,15.7,,28.3,,7.2,,20.1,,0,,20.1,,0,,,,,
1967-07,1967,7,20.8,,12.1,,16.5,,26.1,,8.3,,15,,0,,15,,0,,,,,
1967-08,1967,8,23.3,,12.6,,18,,31.1,,8.3,,10.7,,0,,10.7,,0,,,,,
1967-09,1967,9,20.3,,10.8,,15.6,,28.9,S,6.7,S,63.2,,0,,63.2,,0,,,,,
1967-10,1967,10,13.6,,8.2,,10.9,,18.3,S,3.3,,296.2,,0,,296.2,,0,,,,,
1967-11,1967,11,9.7,,3.1,,6.4,,15,,-2.2,,122.4,,0,,122.4,,0,,,,,
1967-12,1967,12,5.9,,1.7,,3.8,,10,S,-7.2,,166.9,,12.7,,179.6,,0,,,,,
1968-01,1968,1,6.3,,1.3,,3.8,,13.9,,-7.2,,162.6,,3.8,,166.4,,0,T,,,,
1968-02,1968,2,11.2,,2,,6.6,,18.3,,-2.8,S,128.3,,0,,128.3,,0,,,,,
1968-03,1968,3,10.8,,4.7,,7.8,,17.8,,-0.6,S,160.8,,0,,160.8,,0,,,,,
1968-04,1968,4,11.6,,4.3,,8,,20.6,,-1.7,,49.3,,0,,49.3,,0,,,,,
1968-05,1968,5,16.3,,7.2,,11.8,,23.9,,2.8,,41.4,,0,,41.4,,0,,,,,
1968-06,1968,6,17.6,,10,,13.8,,22.8,,6.7,S,58.2,,0,,58.2,,0,,,,,
1968-07,1968,7,22.3,,10.3,,16.3,,29.4,S,3.3,S,29,,0,,29,,0,,,,,
1968-08,1968,8,19.8,,11.7,,15.8,,25.6,S,8.3,,96,,0,,96,,0,,,,,
1968-09,1968,9,16.9,,9.5,,13.2,,21.1,S,3.9,S,66.5,,0,,66.5,,0,,,,,
1968-10,1968,10,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
1968-11,1968,11,9.9,,2.6,,6.3,,13.3,,-2.2,,154.4,E,0,,154.4,E,0,,,,,
1968-12,1968,12,4,,-3.6,,0.2,,10.6,,-20,,145.5,E,40.4,E,185.9,E,,M,,,,
1969-01,1969,1,-0.1,,-7,,-3.6,,8.3,,-17.2,S,87.6,,72.4,,160,,,M,,,,
1969-02,1969,2,7,,-1.9,,2.6,,10.6,,-10,,,M,,M,,M,0,,,,,
1969-03,1969,3,10.7,,-0.3,,5.2,,18.3,,-4.4,,115.6,E,0,,115.6,E,0,,,,,
1969-04,1969,4,11.8,,3.4,,7.6,,17.8,,-1.1,,129.3,E,0,,129.3,E,0,,,,,
1969-05,1969,5,17.1,,6,,11.6,,28.9,,1.7,S,29.2,,0,,29.2,,0,,,,,
1969-06,1969,6,19.6,,10.3,,15,,27.8,,4.4,,43.2,E,0,,43.2,E,0,,,,,
1969-07,1969,7,19.9,,9.1,,14.5,,25.6,,6.1,S,11.2,,0,,11.2,,0,,,,,
1969-08,1969,8,19,,8.1,,13.6,,22.8,,3.9,,34,E,0,,34,E,0,,,,,
1969-09,1969,9,17.6,,7.7,,12.7,,25,,3.9,,140.5,E,0,,140.5,E,0,,,,,
1969-10,1969,10,14.3,,5.3,,9.8,,18.3,,-1.1,,76.2,,0,,76.2,,0,,,,,
1969-11,1969,11,10.7,,3.7,,7.2,,16.7,,-2.2,,74.2,,0,,74.2,,0,,,,,
1969-12,1969,12,8.6,,3.1,,5.9,,13.9,,-1.1,S,121.4,,0,,121.4,,0,,,,,
1970-01,1970,1,6.5,,0.5,,3.5,,12.8,,-3.9,,113.8,,7.6,,121.4,,0,,,,,
1970-02,1970,2,11.1,,1.9,,6.5,,15,,-2.2,,58.4,,0,,58.4,,0,,,,,
1970-03,1970,3,11.1,,1.1,,6.1,,14.4,S,-3.3,,45.2,,0,,45.2,,0,,,,,
1970-04,1970,4,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
1970-05,1970,5,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
1970-06,1970,6,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
1970-07,1970,7,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
1970-08,1970,8,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
1970-09,1970,9,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
1970-10,1970,10,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
1970-11,1970,11,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
1970-12,1970,12,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
1971-01,1971,1,,,,,,,,,,,,,,,,,,,,,,
1971-02,1971,2,,,,,,,,,,,,,,,,,,,,,,
1971-03,1971,3,,,,,,,,,,,,,,,,,,,,,,
1971-04,1971,4,,,,,,,,,,,,,,,,,,,,,,
1971-05,1971,5,,,,,,,,,,,,,,,,,,,,,,
1971-06,1971,6,,,,,,,,,,,,,,,,,,,,,,
1971-07,1971,7,,,,,,,,,,,,,,,,,,,,,,
1971-08,1971,8,,,,,,,,,,,,,,,,,,,,,,
1971-09,1971,9,,,,,,,,,,,,,,,,,,,,,,
1971-10,1971,10,,,,,,,,,,,,,,,,,,,,,,
1971-11,1971,11,,,,,,,,,,,,,,,,,,,,,,
1971-12,1971,12,,,,,,,,,,,,,,,,,,,,,,
1972-01,1972,1,,,,,,,,,,,,,,,,,,,,,,
1972-02,1972,2,,,,,,,,,,,,,,,,,,,,,,
1972-03,1972,3,,,,,,,,,,,,,,,,,,,,,,
1972-04,1972,4,,,,,,,,,,,,,,,,,,,,,,
1972-05,1972,5,,,,,,,,,,,,,,,,,,,,,,
1972-06,1972,6,,,,,,,,,,,,,,,,,,,,,,
1972-07,1972,7,,,,,,,,,,,,,,,,,,,,,,
1972-08,1972,8,,,,,,,,,,,,,,,,,,,,,,
1972-09,1972,9,,,,,,,,,,,,,,,,,,,,,,
1972-10,1972,10,,,,,,,,,,,,,,,,,,,,,,
1972-11,1972,11,,,,,,,,,,,,,,,,,,,,,,
1972-12,1972,12,,,,,,,,,,,,,,,,,,,,,,
1973-01,1973,1,,,,,,,,,,,,,,,,,,,,,,
1973-02,1973,2,,,,,,,,,,,,,,,,,,,,,,
1973-03,1973,3,,,,,,,,,,,,,,,,,,,,,,
1973-04,1973,4,,,,,,,,,,,,,,,,,,,,,,
1973-05,1973,5,,,,,,,,,,,,,,,,,,,,,,
1973-06,1973,6,,,,,,,,,,,,,,,,,,,,,,
1973-07,1973,7,,,,,,,,,,,,,,,,,,,,,,
1973-08,1973,8,,,,,,,,,,,,,,,,,,,,,,
1973-09,1973,9,,,,,,,,,,,,,,,,,,,,,,
1973-10,1973,10,,,,,,,,,,,,,,,,,,,,,,
1973-11,1973,11,,,,,,,,,,,,,,,,,,,,,,
1973-12,1973,12,,,,,,,,,,,,,,,,,,,,,,
1974-01,1974,1,,,,,,,,,,,,,,,,,,,,,,
1974-02,1974,2,,,,,,,,,,,,,,,,,,,,,,
1974-03,1974,3,,,,,,,,,,,,,,,,,,,,,,
1974-04,1974,4,,,,,,,,,,,,,,,,,,,,,,
1974-05,1974,5,,,,,,,,,,,,,,,,,,,,,,
1974-06,1974,6,,,,,,,,,,,,,,,,,,,,,,
1974-07,1974,7,,,,,,,,,,,,,,,,,,,,,,
1974-08,1974,8,,,,,,,,,,,,,,,,,,,,,,
1974-09,1974,9,,,,,,,,,,,,,,,,,,,,,,
1974-10,1974,10,,,,,,,,,,,,,,,,,,,,,,
1974-11,1974,11,,,,,,,,,,,,,,,,,,,,,,
1974-12,1974,12,,,,,,,,,,,,,,,,,,,,,,
1975-01,1975,1,,,,,,,,,,,,,,,,,,,,,,
1975-02,1975,2,,,,,,,,,,,,,,,,,,,,,,
1975-03,1975,3,,,,,,,,,,,,,,,,,,,,,,
1975-04,1975,4,,,,,,,,,,,,,,,,,,,,,,
1975-05,1975,5,,,,,,,,,,,,,,,,,,,,,,
1975-06,1975,6,,,,,,,,,,,,,,,,,,,,,,
1975-07,1975,7,,,,,,,,,,,,,,,,,,,,,,
1975-08,1975,8,,,,,,,,,,,,,,,,,,,,,,
1975-09,1975,9,,,,,,,,,,,,,,,,,,,,,,
1975-10,1975,10,,,,,,,,,,,,,,,,,,,,,,
1975-11,1975,11,,,,,,,,,,,,,,,,,,,,,,
1975-12,1975,12,,,,,,,,,,,,,,,,,,,,,,
1976-01,1976,1,,,,,,,,,,,,,,,,,,,,,,
1976-02,1976,2,,,,,,,,,,,,,,,,,,,,,,
1976-03,1976,3,,,,,,,,,,,,,,,,,,,,,,
1976-04,1976,4,,,,,,,,,,,,,,,,,,,,,,
1976-05,1976,5,,,,,,,,,,,,,,,,,,,,,,
1976-06,1976,6,,,,,,,,,,,,,,,,,,,,,,
1976-07,1976,7,,,,,,,,,,,,,,,,,,,,,,
1976-08,1976,8,,,,,,,,,,,,,,,,,,,,,,
1976-09,1976,9,,,,,,,,,,,,,,,,,,,,,,
1976-10,1976,10,,,,,,,,,,,,,,,,,,,,,,
1976-11,1976,11,,,,,,,,,,,,,,,,,,,,,,
1976-12,1976,12,,,,,,,,,,,,,,,,,,,,,,
1977-01,1977,1,,,,,,,,,,,,,,,,,,,,,,
1977-02,1977,2,,,,,,,,,,,,,,,,,,,,,,
1977-03,1977,3,,,,,,,,,,,,,,,,,,,,,,
1977-04,1977,4,,,,,,,,,,,,,,,,,,,,,,
1977-05,1977,5,,,,,,,,,,,,,,,,,,,,,,
1977-06,1977,6,,,,,,,,,,,,,,,,,,,,,,
1977-07,1977,7,,,,,,,,,,,,,,,,,,,,,,
1977-08,1977,8,,,,,,,,,,,,,,,,,,,,,,
1977-09,1977,9,,,,,,,,,,,,,,,,,,,,,,
1977-10,1977,10,,,,,,,,,,,,,,,,,,,,,,
1977-11,1977,11,,,,,,,,,,,,,,,,,,,,,,
1977-12,1977,12,,,,,,,,,,,,,,,,,,,,,,
1978-01,1978,1,,,,,,,,,,,,,,,,,,,,,,
1978-02,1978,2,,,,,,,,,,,,,,,,,,,,,,
1978-03,1978,3,,,,,,,,,,,,,,,,,,,,,,
1978-04,1978,4,,,,,,,,,,,,,,,,,,,,,,
1978-05,1978,5,,,,,,,,,,,,,,,,,,,,,,
1978-06,1978,6,,,,,,,,,,,,,,,,,,,,,,
1978-07,1978,7,,,,,,,,,,,,,,,,,,,,,,
1978-08,1978,8,,,,,,,,,,,,,,,,,,,,,,
1978-09,1978,9,,,,,,,,,,,,,,,,,,,,,,
1978-10,1978,10,,,,,,,,,,,,,,,,,,,,,,
1978-11,1978,11,,,,,,,,,,,,,,,,,,,,,,
1978-12,1978,12,,,,,,,,,,,,,,,,,,,,,,
1979-01,1979,1,,,,,,,,,,,,,,,,,,,,,,
1979-02,1979,2,,,,,,,,,,,,,,,,,,,,,,
1979-03,1979,3,,,,,,,,,,,,,,,,,,,,,,
1979-04,1979,4,,,,,,,,,,,,,,,,,,,,,,
1979-05,1979,5,,,,,,,,,,,,,,,,,,,,,,
1979-06,1979,6,,,,,,,,,,,,,,,,,,,,,,
1979-07,1979,7,,,,,,,,,,,,,,,,,,,,,,
1979-08,1979,8,,,,,,,,,,,,,,,,,,,,,,
1979-09,1979,9,,,,,,,,,,,,,,,,,,,,,,
1979-10,1979,10,,,,,,,,,,,,,,,,,,,,,,
1979-11,1979,11,,,,,,,,,,,,,,,,,,,,,,
1979-12,1979,12,,,,,,,,,,,,,,,,,,,,,,
1980-01,1980,1,,,,,,,,,,,,,,,,,,,,,,
1980-02,1980,2,,,,,,,,,,,,,,,,,,,,,,
1980-03,1980,3,,,,,,,,,,,,,,,,,,,,,,
1980-04,1980,4,,,,,,,,,,,,,,,,,,,,,,
1980-05,1980,5,,,,,,,,,,,,,,,,,,,,,,
1980-06,1980,6,,,,,,,,,,,,,,,,,,,,,,
1980-07,1980,7,,,,,,,,,,,,,,,,,,,,,,
1980-08,1980,8,,,,,,,,,,,,,,,,,,,,,,
1980-09,1980,9,,,,,,,,,,,,,,,,,,,,,,
1980-10,1980,10,,,,,,,,,,,,,,,,,,,,,,
1980-11,1980,11,,,,,,,,,,,,,,,,,,,,,,
1980-12,1980,12,,,,,,,,,,,,,,,,,,,,,,
1981-01,1981,1,,,,,,,,,,,,,,,,,,,,,,
1981-02,1981,2,,,,,,,,,,,,,,,,,,,,,,
1981-03,1981,3,,,,,,,,,,,,,,,,,,,,,,
1981-04,1981,4,,,,,,,,,,,,,,,,,,,,,,
1981-05,1981,5,,,,,,,,,,,,,,,,,,,,,,
1981-06,1981,6,,,,,,,,,,,,,,,,,,,,,,
1981-07,1981,7,,,,,,,,,,,,,,,,,,,,,,
1981-08,1981,8,,,,,,,,,,,,,,,,,,,,,,
1981-09,1981,9,,,,,,,,,,,,,,,,,,,,,,
1981-10,1981,10,,,,,,,,,,,,,,,,,,,,,,
1981-11,1981,11,,,,,,,,,,,,,,,,,,,,,,
1981-12,1981,12,,,,,,,,,,,,,,,,,,,,,,
1982-01,1982,1,,,,,,,,,,,,,,,,,,,,,,
1982-02,1982,2,,,,,,,,,,,,,,,,,,,,,,
1982-03,1982,3,,,,,,,,,,,,,,,,,,,,,,
1982-04,1982,4,,,,,,,,,,,,,,,,,,,,,,
1982-05,1982,5,,,,,,,,,,,,,,,,,,,,,,
1982-06,1982,6,,,,,,,,,,,,,,,,,,,,,,
1982-07,1982,7,,,,,,,,,,,,,,,,,,,,,,
1982-08,1982,8,,,,,,,,,,,,,,,,,,,,,,
1982-09,1982,9,,,,,,,,,,,,,,,,,,,,,,
1982-10,1982,10,,,,,,,,,,,,,,,,,,,,,,
1982-11,1982,11,,,,,,,,,,,,,,,,,,,,,,
1982-12,1982,12,,,,,,,,,,,,,,,,,,,,,,
1983-01,1983,1,,,,,,,,,,,,,,,,,,,,,,
1983-02,1983,2,,,,,,,,,,,,,,,,,,,,,,
1983-03,1983,3,,,,,,,,,,,,,,,,,,,,,,
1983-04,1983,4,,,,,,,,,,,,,,,,,,,,,,
1983-05,1983,5,,,,,,,,,,,,,,,,,,,,,,
1983-06,1983,6,,,,,,,,,,,,,,,,,,,,,,
1983-07,1983,7,,,,,,,,,,,,,,,,,,,,,,
1983-08,1983,8,,,,,,,,,,,,,,,,,,,,,,
1983-09,1983,9,,,,,,,,,,,,,,,,,,,,,,
1983-10,1983,10,,,,,,,,,,,,,,,,,,,,,,
1983-11,1983,11,,,,,,,,,,,,,,,,,,,,,,
1983-12,1983,12,,,,,,,,,,,,,,,,,,,,,,
1984-01,1984,1,,,,,,,,,,,,,,,,,,,,,,
1984-02,1984,2,,,,,,,,,,,,,,,,,,,,,,
1984-03,1984,3,,,,,,,,,,,,,,,,,,,,,,
1984-04,1984,4,,,,,,,,,,,,,,,,,,,,,,
1984-05,1984,5,,,,,,,,,,,,,,,,,,,,,,
1984-06,1984,6,,,,,,,,,,,,,,,,,,,,,,
1984-07,1984,7,,,,,,,,,,,,,,,,,,,,,,
1984-08,1984,8,,,,,,,,,,,,,,,,,,,,,,
1984-09,1984,9,,,,,,,,,,,,,,,,,,,,,,
1984-10,1984,10,,,,,,,,,,,,,,,,,,,,,,
1984-11,1984,11,,,,,,,,,,,,,,,,,,,,,,
1984-12,1984,12,,,,,,,,,,,,,,,,,,,,,,
1985-01,1985,1,,,,,,,,,,,,,,,,,,,,,,
1985-02,1985,2,,,,,,,,,,,,,,,,,,,,,,
1985-03,1985,3,,,,,,,,,,,,,,,,,,,,,,
1985-04,1985,4,,,,,,,,,,,,,,,,,,,,,,
1985-05,1985,5,,,,,,,,,,,,,,,,,,,,,,
1985-06,1985,6,,,,,,,,,,,,,,,,,,,,,,
1985-07,1985,7,,,,,,,,,,,,,,,,,,,,,,
1985-08,1985,8,,,,,,,,,,,,,,,,,,,,,,
1985-09,1985,9,,,,,,,,,,,,,,,,,,,,,,
1985-10,1985,10,,,,,,,,,,,,,,,,,,,,,,
1985-11,1985,11,,,,,,,,,,,,,,,,,,,,,,
1985-12,1985,12,,,,,,,,,,,,,,,,,,,,,,
1986-01,1986,1,,,,,,,,,,,,,,,,,,,,,,
1986-02,1986,2,,,,,,,,,,,,,,,,,,,,,,
1986-03,1986,3,,,,,,,,,,,,,,,,,,,,,,
1986-04,1986,4,,,,,,,,,,,,,,,,,,,,,,
1986-05,1986,5,,,,,,,,,,,,,,,,,,,,,,
1986-06,1986,6,,,,,,,,,,,,,,,,,,,,,,
1986-07,1986,7,,,,,,,,,,,,,,,,,,,,,,
1986-08,1986,8,,,,,,,,,,,,,,,,,,,,,,
1986-09,1986,9,,,,,,,,,,,,,,,,,,,,,,
1986-10,1986,10,,,,,,,,,,,,,,,,,,,,,,
1986-11,1986,11,,,,,,,,,,,,,,,,,,,,,,
1986-12,1986,12,,,,,,,,,,,,,,,,,,,,,,
1987-01,1987,1,,,,,,,,,,,,,,,,,,,,,,
1987-02,1987,2,,,,,,,,,,,,,,,,,,,,,,
1987-03,1987,3,,,,,,,,,,,,,,,,,,,,,,
1987-04,1987,4,,,,,,,,,,,,,,,,,,,,,,
1987-05,1987,5,,,,,,,,,,,,,,,,,,,,,,
1987-06,1987,6,,,,,,,,,,,,,,,,,,,,,,
1987-07,1987,7,,,,,,,,,,,,,,,,,,,,,,
1987-08,1987,8,,,,,,,,,,,,,,,,,,,,,,
1987-09,1987,9,,,,,,,,,,,,,,,,,,,,,,
1987-10,1987,10,,,,,,,,,,,,,,,,,,,,,,
1987-11,1987,11,,,,,,,,,,,,,,,,,,,,,,
1987-12,1987,12,,,,,,,,,,,,,,,,,,,,,,
1988-01,1988,1,,,,,,,,,,,,,,,,,,,,,,
1988-02,1988,2,,,,,,,,,,,,,,,,,,,,,,
1988-03,1988,3,,,,,,,,,,,,,,,,,,,,,,
1988-04,1988,4,,,,,,,,,,,,,,,,,,,,,,
1988-05,1988,5,,,,,,,,,,,,,,,,,,,,,,
1988-06,1988,6,,,,,,,,,,,,,,,,,,,,,,
1988-07,1988,7,,,,,,,,,,,,,,,,,,,,,,
1988-08,1988,8,,,,,,,,,,,,,,,,,,,,,,
1988-09,1988,9,,,,,,,,,,,,,,,,,,,,,,
1988-10,1988,10,,,,,,,,,,,,,,,,,,,,,,
1988-11,1988,11,,,,,,,,,,,,,,,,,,,,,,
1988-12,1988,12,,,,,,,,,,,,,,,,,,,,,,
1989-01,1989,1,,,,,,,,,,,,,,,,,,,,,,
1989-02,1989,2,,,,,,,,,,,,,,,,,,,,,,
1989-03,1989,3,,,,,,,,,,,,,,,,,,,,,,
1989-04,1989,4,,,,,,,,,,,,,,,,,,,,,,
1989-05,1989,5,,,,,,,,,,,,,,,,,,,,,,
1989-06,1989,6,,,,,,,,,,,,,,,,,,,,,,
1989-07,1989,7,,,,,,,,,,,,,,,,,,,,,,
1989-08,1989,8,,,,,,,,,,,,,,,,,,,,,,
1989-09,1989,9,,,,,,,,,,,,,,,,,,,,,,
1989-10,1989,10,,,,,,,,,,,,,,,,,,,,,,
1989-11,1989,11,,,,,,,,,,,,,,,,,,,,,,
1989-12,1989,12,,,,,,,,,,,,,,,,,,,,,,
1990-01,1990,1,,,,,,,,,,,,,,,,,,,,,,
1990-02,1990,2,,,,,,,,,,,,,,,,,,,,,,
1990-03,1990,3,,,,,,,,,,,,,,,,,,,,,,
1990-04,1990,4,,,,,,,,,,,,,,,,,,,,,,
1990-05,1990,5,,,,,,,,,,,,,,,,,,,,,,
1990-06,1990,6,,,,,,,,,,,,,,,,,,,,,,
1990-07,1990,7,,,,,,,,,,,,,,,,,,,,,,
1990-08,1990,8,,,,,,,,,,,,,,,,,,,,,,
1990-09,1990,9,,,,,,,,,,,,,,,,,,,,,,
1990-10,1990,10,,,,,,,,,,,,,,,,,,,,,,
1990-11,1990,11,,,,,,,,,,,,,,,,,,,,,,
1990-12,1990,12,,,,,,,,,,,,,,,,,,,,,,
1991-01,1991,1,,,,,,,,,,,,,,,,,,,,,,
1991-02,1991,2,,,,,,,,,,,,,,,,,,,,,,
1991-03,1991,3,,,,,,,,,,,,,,,,,,,,,,
1991-04,1991,4,,,,,,,,,,,,,,,,,,,,,,
1991-05,1991,5,,,,,,,,,,,,,,,,,,,,,,
1991-06,1991,6,,,,,,,,,,,,,,,,,,,,,,
1991-07,1991,7,,,,,,,,,,,,,,,,,,,,,,
1991-08,1991,8,,,,,,,,,,,,,,,,,,,,,,
1991-09,1991,9,,,,,,,,,,,,,,,,,,,,,,
1991-10,1991,10,,,,,,,,,,,,,,,,,,,,,,
1991-11,1991,11,,,,,,,,,,,,,,,,,,,,,,
1991-12,1991,12,,,,,,,,,,,,,,,,,,,,,,
1992-01,1992,1,,,,,,,,,,,,,,,,,,,,,,
1992-02,1992,2,,,,,,,,,,,,,,,,,,,,,,
1992-03,1992,3,,,,,,,,,,,,,,,,,,,,,,
1992-04,1992,4,,,,,,,,,,,,,,,,,,,,,,
1992-05,1992,5,,,,,,,,,,,,,,,,,,,,,,
1992-06,1992,6,,,,,,,,,,,,,,,,,,,,,,
1992-07,1992,7,,,,,,,,,,,,,,,,,,,,,,
1992-08,1992,8,,,,,,,,,,,,,,,,,,,,,,
1992-09,1992,9,,,,,,,,,,,,,,,,,,,,,,
1992-10,1992,10,,,,,,,,,,,,,,,,,,,,,,
1992-11,1992,11,,,,,,,,,,,,,,,,,,,,,,
1992-12,1992,12,,,,,,,,,,,,,,,,,,,,,,
1993-01,1993,1,,M,,M,,M,,M,,M,,,,,,M,,,,,,
1993-02,1993,2,,M,,M,,M,,M,,M,,,,,,M,,,,,,
1993-03,1993,3,,M,,M,,M,,M,,M,,,,,,M,,,,,,
1993-04,1993,4,13.2,,5.4,,9.3,,21.6,,1.9,S,,,,,104.6,,,,,,,
1993-05,1993,5,18.7,,9,,13.9,,26.6,,5.9,,,,,,91,E,,,,,,
1993-06,1993,6,18.7,I,10.8,I,14.8,I,21.4,I,9.8,I,,,,,,,,,,,,
1993-07,1993,7,,M,,M,,M,,M,,M,,,,,,M,,,,,,
1993-08,1993,8,,M,,M,,M,,M,,M,,,,,,M,,,,,,
1993-09,1993,9,,M,,M,,M,,M,,M,,,,,,M,,,,,,
1993-10,1993,10,16.4,,8.2,,12.4,,21.4,,4.4,,,,,,79.4,,,,,,,
1993-11,1993,11,9.3,,1.7,,5.5,,14.1,,-7.6,,,,,,62.6,,,,,,,
1993-12,1993,12,8.8,E,2.4,E,5.6,E,14.5,E,-2.7,E,,,,,137.8,E,,,,,,
1994-01,1994,1,9.8,E,4.5,E,7.2,E,11.9,E,-1.7,E,,,,,49.4,I,,,,,,
1994-02,1994,2,7.2,,1.3,,4.3,,11.8,,-5.1,,,,,,94.6,I,,,,,,
1994-03,1994,3,12.7,,4.3,,8.5,,20.2,,-1.1,,,,,,77.8,,,,,,,
1994-04,1994,4,15.1,,7.5,,11.3,,20.3,,4.8,S,,,,,69.2,,,,,,,
1994-05,1994,5,18.7,,9.4,,14,,24.3,,4.3,,,,,,25.4,,,,,,,
1994-06,1994,6,19.1,,10.8,,15,,23.8,,6.6,,,,,,46.4,,,,,,,
1994-07,1994,7,22.9,,13,,18,,29.4,,9.9,,,,,,27,,,,,,,
1994-08,1994,8,22.8,,13.3,,18.1,,29.3,,9,,,,,,10.4,,,,,,,
1994-09,1994,9,20.1,,11.3,,15.7,,27.4,,7.9,,,,,,61.4,,,,,,,
1994-10,1994,10,14.5,,6.8,,10.7,,20.2,,3.1,,,,,,126,,,,,,,
1994-11,1994,11,8.4,,2.7,,5.6,,11.4,,-2.2,,,,,,174,,,,,,,
1994-12,1994,12,7.5,,2.1,,4.8,,12.3,,-6.8,,,,,,188.4,I,,,,,,
1995-01,1995,1,9.1,,2,,5.6,,14.2,,-4.5,,,,,,146.4,,,,,,,
1995-02,1995,2,10.1,,3,,6.6,,16.3,,-4.7,,,,,,136.2,,,,,,,
1995-03,1995,3,12,,3.8,,7.9,,19.7,,-3.6,,,,,,94.4,I,,,,,,
1995-04,1995,4,14.3,,5.9,,10.1,,21.7,,1.2,,,,,,68,,,,,,,
1995-05,1995,5,19.6,,9.5,,14.6,,27.3,,5.6,,,,,,15.2,,,,,,,
1995-06,1995,6,20.9,,12,,16.5,,29.2,S,9.2,,,,,,40.6,,,,,,,
1995-07,1995,7,22.6,,13.6,,18.1,,31.9,,9.9,,,,,,71,E,,,,,,
1995-08,1995,8,20.4,,12.2,,16.3,,25.6,,8.4,,,,,,69.6,,,,,,,
1995-09,1995,9,21.2,,11.5,,16.4,,24.9,,7.1,,,,,,23,E,,,,,,
1995-10,1995,10,14.3,,7.4,,10.9,,19.7,,-1.3,,,,,,158,,,,,,,
1995-11,1995,11,11.7,,5.7,,8.7,,17.1,,-2.9,,,,,,322.6,,,,,,,
1995-12,1995,12,8.1,,2.4,,5.3,,12.7,,-6.1,,,,,,201.4,E,,,,,,
1996-01,1996,1,5.5,,0.3,,2.9,,14.1,,-11.6,,,,,,167.6,,,,,,,
1996-02,1996,2,9.4,,1.4,,5.4,,16.2,,-8.8,,,,,,126.8,,,,,,,
1996-03,1996,3,11.5,,3.4,,7.5,,19.9,,-3.1,,,,,,68.8,,,,,,,
1996-04,1996,4,14.2,,7.5,,10.9,,22.1,,3.3,,,,,,177.8,,,,,,,
1996-05,1996,5,15.7,,7.9,,11.8,,19.2,,1.9,,,,,,112.4,,,,,,,
1996-06,1996,6,19.8,,11,,15.4,,23,S,7.3,,,,,,11.8,,,,,,,
1996-07,1996,7,22.7,,12.7,,17.8,,31.5,,8.4,,,,,,21,,,,,,,
1996-08,1996,8,22.7,,12.8,,17.8,,28,,9.4,,,,,,29.2,,,,,,,
1996-09,1996,9,17.8,,9.9,,13.9,,21.3,,5.3,,,,,,89.8,,,,,,,
1996-10,1996,10,13.7,,6.8,,10.3,,21.3,,-0.9,,,,,,232,,,,,,,
1996-11,1996,11,7.8,,2.9,,5.3,,16.2,,-5.3,,,,,,174,,,,,,,
1996-12,1996,12,4.1,,-0.7,,1.7,,10.2,,-10.6,,,,,,195.4,,,,,,,
1997-01,1997,1,7,,2,,4.5,,11.9,,-8.6,,,,,,229.8,,,,,,,
1997-02,1997,2,9.1,,2.3,,5.7,,12.6,,-3.4,,,,,,103.4,,,,,,,
1997-03,1997,3,10.6,,3.8,,7.2,,17.3,,-1.2,,,,,,203.2,,,,,,,
1997-04,1997,4,14,,5.4,,9.7,,20.7,,-1,,,,,,119.4,,,,,,,
1997-05,1997,5,19,,9.9,,14.4,,28.2,,4.6,,,,,,131.8,,,,,,,
1997-06,1997,6,19.6,,12,,15.8,,22.9,,9.5,,,,,,,,,,,,,
1997-07,1997,7,21.8,,13.2,,17.5,,27.5,,11.1,,0,,0,,70.8,,,,,,,
