Date/Time,Year,Month,Mean Max Temp (°C),Mean Max Temp Flag,Mean Min Temp (°C),Mean Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Extr Max Temp (°C),Extr Max Temp Flag,Extr Min Temp (°C),Extr Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day (cm),Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1997-08,1997,8,23.4,,14.2,,18.8,,28.6,,11,,,,,,44.6,,,,,,,
1997-09,1997,9,20.8,,11.7,,16.2,,26.1,,7.6,,,,,,99.6,,,,,,,
1997-10,1997,10,14.3,,7.9,,11.1,,21.6,,1,,,,,,146,,,,,,,
1997-11,1997,11,12.8,E,5.2,,9,E,17.5,,-1.1,,,,,,151,,,,,,,
1997-12,1997,12,8.8,,2.5,,5.7,,13,,-1.5,,,,,,112.4,,,,,,,
1998-01,1998,1,7.7,,2.4,,5,,14.7,,-7.6,,,,,,187.2,,,,,,,
1998-02,1998,2,11.2,,5,,8.1,,17.4,,-1.9,,,,,,56.2,,,,,,,
1998-03,1998,3,12.5,,4.9,,8.7,,17.9,,-2.2,,,,,,113.4,,,,,,,
1998-04,1998,4,15,,5.5,,10.3,,27.4,,1.2,,,,,,28.8,,,,,,,
1998-05,1998,5,17.1,,9.8,,13.4,,24.2,,3.8,,,,,,109.4,,,,,,,
1998-06,1998,6,20.1,,12.2,,16.2,,28,,9.7,,,,,,30.6,,,,,,,
1998-07,1998,7,22.7,,14.4,,18.6,,30.7,,11.5,,,,,,43.8,,,,,,,
1998-08,1998,8,23.5,,13.5,,18.5,,27.5,,10.2,,,,,,3.6,,,,,,,
1998-09,1998,9,20.3,,10.7,,15.5,,26.1,,6.4,,,,,,20.6,,,,,,,
1998-10,1998,10,14.8,,7.7,,11.3,,20.9,,1.7,,,,,,95.2,,,,,,,
1998-11,1998,11,10.6,,6.1,,8.4,,14.7,,1.9,,,,,,241,,,,,,,
1998-12,1998,12,6.8,,2,,4.4,,13.7,,-9.6,,,,,,228.8,,,,,,,
1999-01,1999,1,7.7,,3.2,,5.5,,11.4,,-2.5,,0,,0,,230.8,,,,,,,
1999-02,1999,2,8.8,,3.3,,6.1,,11.9,,0.1,,,,,,197,,,,,,,
1999-03,1999,3,10.7,,3.3,,7,,17.4,,-0.6,,,,,,98.8,,,,,,,
1999-04,1999,4,14.5,,4.5,,9.5,,22.9,,-0.1,,,,,,51.8,,,,,,,
1999-05,1999,5,15.5,,7.1,,11.3,,25.1,,1,,0,,0,,35.2,I,,,,,,
1999-06,1999,6,18.3,,11,,14.7,,26.9,,5.7,,,,,,132.4,E,,,,,,
1999-07,1999,7,20.7,,12.2,,16.5,,25.2,,9.3,,,,,,24.6,,,,,,,
1999-08,1999,8,21.6,,13.9,,17.7,,25.4,,10.7,,,,,,49.4,,,,,,,
1999-09,1999,9,20,,9.7,,14.9,,26.3,,5,,,,,,9,,,,,,,
1999-10,1999,10,14.6,,6.1,,10.4,,18.6,,2,,,,,,131.6,,,,,,,
1999-11,1999,11,11,,6,,8.5,,15.8,,0.1,,,,,,165.8,,0,,,,,
1999-12,1999,12,7.2,,2.9,,5.1,,12.5,,-1.8,,,,,,203.2,,0,,,,,
2000-01,2000,1,7.1,,1.3,,4.2,,10.9,,-2.6,,,,,,111,,,,,,,
2000-02,2000,2,9.7,,2.5,,6.1,,12.9,,-3.1,,,,,,88.2,,,,,,,
2000-03,2000,3,10.8,,4.2,,7.5,,12.7,S,-1.1,,,,,,98.2,,,,,,,
2000-04,2000,4,14.5,,6.5,,10.5,,17.9,,2.7,,,,,,44.6,,,,,,,
2000-05,2000,5,15.9,,8.2,,12,,20.6,S,2.9,,,,,,125.4,,,,,,,
2000-06,2000,6,19.9,,11.4,,15.6,,27.2,,7.3,,,,,,70.4,,0,,,,,
2000-07,2000,7,21.4,,13,,17.2,,25.9,,8.2,,,,,,41,,,,,,,
2000-08,2000,8,20.9,,12.4,,16.7,,25,,7.3,,,,,,14.8,,0,,,,,
2000-09,2000,9,18.9,,10.5,,14.7,,25.6,,4,,,,,,59.6,,,,,,,
2000-10,2000,10,15,,7,,11,,22.1,,3,,,,,,90.6,,,,,,,
2000-11,2000,11,9.6,,2.7,,6.1,,14.1,,-3.4,,,,,,81.2,,,,,,,
2000-12,2000,12,6.9,,0.9,,3.9,,11,,-4.6,,,,,,124.6,,,,,,,
2001-01,2001,1,8.8,,2.8,,5.8,,11.9,,-3.3,,,,,,102.4,,,,,,,
2001-02,2001,2,8.8,,0.5,,4.6,,12.9,,-3.7,,,,,,29.6,,,,,,,
2001-03,2001,3,11.2,,3.8,,7.6,,15.4,,-0.4,,,,,,111.6,,,,,,,
2001-04,2001,4,13.7,,5.3,,9.5,,21.9,,0.3,,,,,,83.4,,,,,,,
2001-05,2001,5,16.5,,8.5,,12.5,,24.1,,2.9,,,,,,,,,,,,,
2001-06,2001,6,18.2,,10.4,,14.3,,23.6,,8.3,S,,,,,71.4,,,,,,,
2001-07,2001,7,20.7,,12.3,,16.5,,25.1,,9.5,,,,,,28.4,,,,,,,
2001-08,2001,8,21.5,,13.4,,17.5,,29.7,,10.7,,,,,,72,,,,,,,
2001-09,2001,9,18.7,,11.2,,15,,21.7,,8.2,S,,,,,46.4,,,,,,,
2001-10,2001,10,13.9,,7.6,,10.8,,23.8,,3.4,,,,,,130,,,,,,,
2001-11,2001,11,11.3,,5.6,,8.5,,17.9,,0.7,,,,,,148.6,,,,,,,
2001-12,2001,12,7.9,,2.2,,5.1,,10.7,,-1.8,,,,,,180.4,,,,,,,
2002-01,2002,1,7.2,,2.7,,5,,13.9,,-5.7,,,,,,153.6,E,,,,,,
2002-02,2002,2,8.8,,2.4,,5.7,,13.1,,-2.4,,,,,,131.4,,,,,,,
2002-03,2002,3,7.8,,1.3,,4.6,,12.8,,-5.8,,,,,,64.2,,,,,,,
2002-04,2002,4,13.3,,5.5,,9.5,,23.1,,0.5,,,,,,79.8,,,,,,,
2002-05,2002,5,15.7,,7.9,,11.8,,21.7,,1.7,,,,,,25,I,,,,,,
2002-06,2002,6,20.4,,11.9,,16.2,,30.7,,7.9,,,,,,,,,,,,,
2002-07,2002,7,22.1,E,13.4,,17.7,E,28.7,B,8.9,,,,,,14,,,,,,,
2002-08,2002,8,21.4,I,13.2,I,17.3,I,25.2,I,10.3,I,,,,,0.8,I,,,,,,
2002-09,2002,9,19.5,,10.4,E,14.9,E,23.2,,6.7,E,,,,,41.4,,,,,,,
2002-10,2002,10,13.7,,6.5,,10.1,,18.8,,-2.1,,,,,,22,,,,,,,
2002-11,2002,11,11.9,,5.2,,8.6,,18.8,,-2.4,,,,,,129.2,,,,,,,
2002-12,2002,12,8.8,,3,,5.9,,15.2,,-1.1,,,,,,109.8,E,,,,,,
2003-01,2003,1,10.2,,4.2,,7.2,,13.8,,-0.6,,,,,,147,,,,,,,
2003-02,2003,2,9.1,,1.8,,5.4,,12.4,,-3.7,,,,,,29.4,,,,,,,
2003-03,2003,3,10.9,,5,,8,,14.7,,-2.2,,,,,,110.6,,,,,,,
2003-04,2003,4,13.6,,6.5,,10,,22.5,,1.9,,,,,,108.2,,,,,,,
2003-05,2003,5,16.8,,8.9,,12.9,,25,,3.6,,,,,,57,,,,,,,
2003-06,2003,6,21.4,,12.3,E,16.9,E,33,,8,E,,,,,16,,,,,,,
2003-07,2003,7,23.2,,13.9,,18.6,,26.2,,10.6,S,,,,,6.4,,,,,,,
2003-08,2003,8,22.5,,12.9,,17.7,,26.6,,7.6,,,,,,6.2,,,,,,,
2003-09,2003,9,20.4,,11,,15.7,,30.3,,7,,,,,,52.8,,,,,,,
2003-10,2003,10,14.9,,9.4,,12.2,,19.2,,0.6,,,,,,294.2,,,,,,,
2003-11,2003,11,9.3,,1.9,,5.6,,12.8,,-3.4,,,,,,111.4,,,,,,,
2003-12,2003,12,8.2,,2.9,,5.6,,12.6,S,-2.9,,,,,,78.4,,,,,,,
2004-01,2004,1,7.1,,2,,4.6,,12.4,,-9.9,,,,,,133.2,I,,,,,,
2004-02,2004,2,10.2,,3.4,,6.8,,14.4,,-1.7,,,,,,59.4,,,,,,,
2004-03,2004,3,12.5,,5.3,,8.9,,25.8,,1.5,,,,,,106,,,,,,,
2004-04,2004,4,16.6,,6.5,,11.6,,23.8,,1.5,,,,,,11.6,,,,,,,
2004-05,2004,5,17.7,,10.1,,13.9,,23.8,,6.4,,,,,,96.6,,,,,,,
2004-06,2004,6,21.1,,12.3,,16.7,,30.5,,8.6,,,,,,21,,,,,,,
2004-07,2004,7,23.6,,14.9,,19.2,,31.4,,11.8,,,,,,15.6,,,,,,,
2004-08,2004,8,22.5,,15,,18.7,,30.9,,13.3,S,,,,,78.6,E,,,,,,
2004-09,2004,9,17.8,,11.1,,14.5,,21.1,,7.7,,,,,,120.4,,,,,,,
2004-10,2004,10,14.4,,8,,11.2,,22.2,,2.4,,,,,,103.8,,,,,,,
2004-11,2004,11,9.8,,4.4,,7.2,,16.3,,-0.5,,,,,,246.4,,,,,,,
2004-12,2004,12,8.3,,3.5,,5.9,,12.9,,-1.2,,,,,,174.8,,,,,,,
2005-01,2005,1,7.5,,2.2,,4.9,,16.1,,-7,,,,,,210.4,,,,,,,
2005-02,2005,2,10,,0.7,,5.4,,14.6,,-3.3,,,,,,53,,,,,,,
2005-03,2005,3,13,,5.5,,9.3,,18.3,,1,,,,,,114.6,,,,,,,
2005-04,2005,4,14.8,,6.7,,10.8,,24.9,,1.1,,,,,,103.6,,,,,,,
2005-05,2005,5,18.8,,10.6,,14.7,,29,,7.3,,,,,,49,,,,,,,
2005-06,2005,6,19.1,,12.1,,15.6,,25.8,,9.5,,,,,,43.8,,,,,,,
2005-07,2005,7,21.9,,13.6,,17.8,,26,,10.6,,,,,,32.8,,,,,,,
2005-08,2005,8,22.4,E,13.6,,18,E,26,,11.1,,,,,,12.4,,,,,,,
2005-09,2005,9,18.4,,10,,14.2,,21.7,,5.1,,,,,,49.4,,,,,,,
2005-10,2005,10,14.8,,8.8,,11.8,,19.4,,4,,,,,,149,,,,,,,
2005-11,2005,11,8.4,,3.7,,6.1,,12.2,,-0.9,,,,,,121,,,,,,,
2005-12,2005,12,8,,2.4,,5.2,,15.8,,-3.3,,,,,,127.8,,,,,,,
2006-01,2006,1,9.2,,5.1,,7.2,,13.4,,2.3,,,,,,296.8,,,,,,,
2006-02,2006,2,9.1,,1.8,,5.5,,14.5,,-4.5,,,,,,44.4,,,,,,,
2006-03,2006,3,11.4,,3.8,,7.6,,16.8,,-2.2,,,,,,56.2,,,,,,,
2006-04,2006,4,13.8,,6.2,,10,,21.3,,2.3,,,,,,76.8,,,,,,,
2006-05,2006,5,17.6,,8.6,,13.2,,26.8,,2.9,,,,,,44.4,,,,,,,
2006-06,2006,6,20.4,,12.2,,16.4,,27.8,,9.1,,,,,,32.8,,,,,,,
2006-07,2006,7,22.3,,13.7,,18,,30.6,,10.3,,,,,,6.8,,,,,,,
2006-08,2006,8,21.2,,12.5,,16.9,,24.6,,10.3,,,,,,7.8,,,,,,,
2006-09,2006,9,18.9,,10.2,,14.6,,27.9,,6.5,,,,,,65,,,,,,,
2006-10,2006,10,14.2,,6.4,,10.3,,20.3,,-1.6,,,,,,61,,,,,,,
2006-11,2006,11,8.6,,3.7,,6.2,,15.3,,-10.2,,,,,,258.8,,,,,,,
2006-12,2006,12,7.9,,2.4,,5.2,,12.8,,-2,,,,,,178.6,,,,,,,
2007-01,2007,1,6.4,,0.4,,3.4,,12.2,,-9.4,,,,,,203.8,,,,,,,
2007-02,2007,2,9.3,,3.7,,6.5,,16,,-1.8,,,,,,125,,,,,,,
