NODE_TYPE,NODE_TYPE2,FACILITYID,LEGACYID,NODE_NO,NODE_SIZE,MATERIAL,INVERT,RIM_ELEVATION,I_I_SOURCE,I_I_QUANTITY,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,INSTALL_DATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,ENABLED,ANCILLARYROLE,Latitude,Longitude
2,Riser Pocket,1000074631,28130,1278711414,100,PVC Plastic,0.61,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051124,20091222,0,0,49.209575,-122.867277
2,Riser Pocket,1000074700,27936,1238311424,150,PVC Plastic,0.13,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051116,,1,0,49.209780,-122.878461
2,Riser Pocket,1000074651,27859,1232411296,100,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,,1,0,49.207460,-122.880070
2,Riser Pocket,1000074888,27319,1183110684,150,PVC Plastic,0.43,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20081121,0,0,49.196393,-122.893714
2,Riser Pocket,1000074890,27321,1182210703,150,PVC Plastic,0.38,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20081121,0,0,49.196745,-122.893964
2,Riser Pocket,1000074891,27322,1182210704,150,PVC Plastic,0.38,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20081121,0,0,49.196745,-122.893964
2,Riser Pocket,1000074892,27323,1184410685,100,PVC Plastic,0.43,,,,Abandoned,4516,1978,Surrey,,LINE BSW-B,,,,,,,,20051025,20081121,0,0,49.196419,-122.893361
2,Riser Pocket,1000074903,27336,1193110615,150,PVC Plastic,0.56,,,,In Service,4516,1978,Surrey,,,,,,,,,,20051025,,1,0,49.195155,-122.890968
2,Riser Pocket,1000074904,27337,1193110616,150,PVC Plastic,0.56,,,,In Service,4516,1978,Surrey,,,,,,,,,,20051025,,1,0,49.195157,-122.890966
2,Riser Pocket,1000074905,27338,1193210618,100,PVC Plastic,0.61,,,,In Service,4516,1978,Surrey,,LINE BSW-B,,,,,,,,20051025,,1,0,49.195157,-122.890966
2,Riser Pocket,1000075000,27642,1284011304,75,PVC Plastic,1.83,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051102,20080728,0,0,49.207599,-122.865835
2,Riser Pocket,1000075001,27643,1287811313,75,PVC Plastic,1.4,,,,Abandoned,4515,1978,Surrey,,SEE ALSO S-000-067,Final AB,,,,,,,20051102,20080728,0,0,49.207752,-122.864778
2,Riser Pocket,1000075002,27645,1280111391,75,PVC Plastic,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051102,,1,0,49.209172,-122.866894
2,Riser Pocket,1000075003,27646,1283211391,75,PVC Plastic,1.3,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051102,,1,0,49.209172,-122.866047
2,Riser Pocket,1000075004,27648,1280211422,75,Steel,1.14,,,,In Service,4515,1978,Surrey,,LINE BE-B,,,,,,,,20051102,,1,0,49.209734,-122.866867
2,Riser Pocket,1000074923,27360,1198510611,150,PVC Plastic,0.58,,,,In Service,4516,1978,Surrey,,LINE BSW-B,,,,,,,,20051026,,1,0,49.195086,-122.889481
2,Riser Pocket,1000074924,27361,1200410635,150,PVC Plastic,0.58,,,,In Service,4516,1978,Surrey,,LINE BSW-B,,,,,,,,20051026,,1,0,49.195507,-122.888963
2,Riser Pocket,1000075100,27768,1308711580,75,PVC Plastic,1.3,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,,1,0,49.212573,-122.859004
2,Riser Pocket,1000075101,27769,1305611580,75,PVC Plastic,1.3,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,,1,0,49.212575,-122.859851
2,Riser Pocket,1000075102,27770,1302711580,75,PVC Plastic,0.91,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,,1,0,49.212576,-122.860657
2,Riser Pocket,1000075104,27773,1295411624,63,PVC Plastic,0.69,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051108,20081121,0,0,49.213374,-122.862677
2,Riser Pocket,1000075105,27774,1292511624,63,PVC Plastic,0.69,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051108,20081120,0,0,49.213375,-122.863462
2,Riser Pocket,1000075106,27775,1289711624,75,PVC Plastic,0.61,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051108,20081120,0,0,49.213376,-122.864229
2,Riser Pocket,1000075109,27780,1296211594,63,PVC Plastic,0.76,,,,Abandoned,4515,1978,Surrey,,LINE BE-I,,,,,,,,20051108,20081120,0,0,49.212833,-122.862462
2,Riser Pocket,1000075110,27781,1293111594,63,PVC Plastic,0.99,,,,Abandoned,4515,1978,Surrey,,LINE BE-I,,,,,,,,20051108,20081120,0,0,49.212840,-122.863308
2,Riser Pocket,1000074668,27882,1237311364,150,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051115,,1,0,49.208694,-122.878727
2,Riser Pocket,1000074669,27883,1237311393,150,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051115,,1,0,49.209208,-122.878720
2,Riser Pocket,1000074670,27884,1237311394,63,PVC Plastic,0.6,,,,In Service,4515,1977,Surrey,,LINE BW-F,,,,,,,,20051115,,1,0,49.209210,-122.878726
2,Riser Pocket,1000074671,27885,1237311423,150,PVC Plastic,0.08,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051115,,1,0,49.209750,-122.878711
2,Riser Pocket,1000074940,27378,1204610677,,PVC Plastic,,,,,In Service,,,Surrey,,,,,,,,,,20051026,,1,0,49.196322,-122.887793
2,Riser Pocket,1000074941,27379,1204610678,,PVC Plastic,,,,,In Service,,,Surrey,,,,,,,,,,20051026,,1,0,49.196326,-122.887788
2,Riser Pocket,1000074942,27380,1204610676,,PVC Plastic,,,,,In Service,,,Surrey,,,,,,,,,,20051026,,1,0,49.196322,-122.887793
2,Riser Pocket,1000074943,27428,1207010662,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-I,,,,,,,,20051027,,1,0,49.195996,-122.887136
2,Riser Pocket,1000074944,27429,1207010661,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-K,,,,,,,,20051027,,1,0,49.195996,-122.887136
2,Riser Pocket,1000074945,27430,1207010660,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051027,,1,0,49.195992,-122.887141
2,Riser Pocket,1000074946,27431,1207010659,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-F,,,,,,,,20051027,,1,0,49.195992,-122.887141
2,Riser Pocket,1000074653,27862,1220711333,63,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051114,20141028,0,0,49.208128,-122.883316
2,Riser Pocket,1000074654,27863,1222111360,63,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051114,20141028,0,0,49.208619,-122.882922
2,Riser Pocket,1000074655,27864,1223511386,75,PVC Plastic,0.51,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051114,20141028,0,0,49.209101,-122.882535
2,Riser Pocket,1000074656,27865,1224911414,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051114,20141028,0,0,49.209594,-122.882139
2,Riser Pocket,1000074676,27891,1226611445,75,PVC Plastic,0.67,,,,In Service,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051115,20141028,1,0,49.210154,-122.881680
2,Riser Pocket,1000074745,27826,1218311288,75,PVC Plastic,0.49,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20141028,0,0,49.207317,-122.883967
2,Riser Pocket,1000074746,27827,1218611292,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20141028,0,0,49.207398,-122.883902
2,Riser Pocket,1000074747,27828,1218911299,63,PVC Plastic,0.68,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20141028,0,0,49.207515,-122.883809
2,Riser Pocket,1000074748,27829,1218711294,63,PVC Plastic,0.88,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20141028,0,0,49.207433,-122.883874
3,Valve Chamber,1000837891,,1350210222,,,,,,,Abandoned,4796-0301-00,,,,,Final AB,,,,,,,20071128,20120116,0,0,49.187999,-122.847613
0,Grit Chamber,1000071191,24586,1118009714,,Clay Tile,1.9,6.5,,,In Service,SF-2207,2000,Metro Vancouver,,SEE ALSO S-019-144 TO 148,,,,,,,,20040210,20140509,1,0,49.178869,-122.911720
2,Riser Pocket,1000075005,27661,1279811462,150,PVC Plastic,0.69,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051103,,1,0,49.210447,-122.866992
2,Riser Pocket,1000074960,27448,1213110716,100,PVC Plastic,0.44,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.196963,-122.885434
2,Riser Pocket,1000074961,27449,1213110717,150,PVC Plastic,0.39,,,,In Service,4516,1978,Surrey,,LINE BSW-I,,,,,,,,20051027,,1,0,49.196963,-122.885434
2,Riser Pocket,1000074962,27451,1214510734,100,PVC Plastic,0.44,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.197275,-122.885053
2,Riser Pocket,1000074963,27452,1216110753,150,PVC Plastic,0.39,,,,In Service,4516,1978,Surrey,,LINE BSW-I  SEE ALSO S-010-069,,,,,,,,20051027,,1,0,49.197640,-122.884607
2,Riser Pocket,1000074964,27453,1216110754,100,PVC Plastic,0.44,,,,In Service,4516,1978,Surrey,,LINE BSW-E  SEE ALSO S-010-069,,,,,,,,20051027,,1,0,49.197640,-122.884607
2,Riser Pocket,1000074678,27894,1230111487,63,PVC Plastic,1.07,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051115,20141029,0,0,49.210909,-122.880716
2,Riser Pocket,1000074738,27981,1249811603,75,PVC Plastic,0.76,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051117,20141029,0,0,49.213009,-122.875258
2,Riser Pocket,1000074599,28091,1253311435,100,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051122,,1,0,49.209977,-122.874297
2,Riser Pocket,1000074600,28092,1253311466,100,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051122,,1,0,49.210532,-122.874295
2,Riser Pocket,1000074601,28093,1253311497,100,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051122,,1,0,49.211087,-122.874293
2,Riser Pocket,1000074736,27978,1244811577,75,PVC Plastic,0.85,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051117,20141029,0,0,49.212534,-122.876659
3,Valve Chamber,1000838828,,1199511014,,,,,,,In Service,7804-0411-00,,,,,Final AB,,,,,,,20071211,,1,0,49.202378,-122.889174
2,Riser Pocket,1000074680,27897,1236911535,63,PVC Plastic,1.42,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051115,20141029,0,0,49.211789,-122.878817
2,Riser Pocket,1000843762,,1277811379,75,PVC Plastic,,,,,In Service,,2008,,,,Initial AB,,,,,,,20080204,20080204,1,0,49.208945,-122.867551
3,Valve Chamber,1000838850,,1168010642,,,,,,,In Service,7804-0411-00,,,,,Final AB,,,,,,,20071211,,1,0,49.195651,-122.897896
3,Valve Chamber,1001129831,,1193910223,200,Ductile Iron,,,,,In Service,SF-1230,2002,Surrey,,Check Valve,Final AB,,,,,,,20090805,20090805,1,0,49.188057,-122.890753
2,Riser Pocket,1000074817,27548,1231810785,100,PVC Plastic,0.31,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051030,20090529,1,0,49.198219,-122.880282
2,Riser Pocket,1000074818,27550,1234110769,100,PVC Plastic,0.31,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051030,20090529,1,0,49.197927,-122.879627
2,Riser Pocket,1000828931,,1226110834,,,,,,,In Service,C-4122,,,,,,,,,,,,20070726,20070726,1,0,49.199102,-122.881837
2,Riser Pocket,1000828930,,1226210834,,,,,,,In Service,,,,,,,,,,,,,20070726,20070726,1,0,49.199101,-122.881824
3,Valve Chamber,1000838157,,1601301557,,,,,,,In Service,4797-5020-00,,,,,Final AB,,,,,,,20071203,,1,0,49.031077,-122.778994
2,Riser Pocket,1000074752,27833,1224311286,75,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,,1,0,49.207286,-122.882307
2,Riser Pocket,1000074753,27835,1227411286,75,PVC Plastic,0.54,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,,1,0,49.207289,-122.881460
2,Riser Pocket,1000074947,27432,1207010658,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-H,,,,,,,,20051027,,1,0,49.195987,-122.887146
2,Riser Pocket,1000074948,27433,1207010657,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-G,,,,,,,,20051027,,1,0,49.195983,-122.887151
2,Riser Pocket,1000074949,27434,1207010656,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.195983,-122.887151
2,Riser Pocket,1000074950,27435,1207110641,100,PVC Plastic,0.53,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.195609,-122.887091
2,Riser Pocket,1000074951,27436,1206110628,100,PVC Plastic,0.66,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.195374,-122.887379
2,Riser Pocket,1000074952,27438,1204110603,100,PVC Plastic,0.66,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.194932,-122.887920
2,Riser Pocket,1000074953,27439,1202410582,75,PVC Plastic,0.76,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.194546,-122.888392
2,Riser Pocket,1000074954,27440,1208710660,100,PVC Plastic,0.77,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.195960,-122.886662
2,Riser Pocket,1000074955,27441,1208710661,150,PVC Plastic,0.72,,,,In Service,4516,1978,Surrey,,LINE BSW-I,,,,,,,,20051027,,1,0,49.195960,-122.886662
2,Riser Pocket,1000074956,27442,1210510683,150,PVC Plastic,0.72,,,,In Service,4516,1978,Surrey,,LINE BSW-I,,,,,,,,20051027,,1,0,49.196380,-122.886145
2,Riser Pocket,1000074957,27443,1210510684,100,PVC Plastic,0.77,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.196380,-122.886145
2,Riser Pocket,1000075130,28155,1268011391,63,PVC Plastic,0.76,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.209165,-122.870240
2,Riser Pocket,1000075111,27782,1290111594,75,PVC Plastic,0.53,,,,Abandoned,4515,1978,Surrey,,LINE BE-I,,,,,,,,20051108,20081120,0,0,49.212841,-122.864135
2,Riser Pocket,1000075112,27784,1296711581,63,PVC Plastic,0.79,,,,In Service,4515,1978,Surrey,,LINE BE-I,,,,,,,,20051108,,1,0,49.212578,-122.862308
2,Riser Pocket,1000074785,27508,1210810468,100,PVC Plastic,3.47,,,,Abandoned,4516,1978,Surrey,,LINE BSW-F,,,,,,,,20051029,20081121,0,0,49.192484,-122.886070
2,Riser Pocket,1000074786,27509,1213610455,100,PVC Plastic,3.47,,,,Abandoned,4516,1978,Surrey,,LINE BSW-F,,,,,,,,20051029,20090113,0,0,49.192258,-122.885324
2,Riser Pocket,1000074787,27510,1199210495,150,PVC Plastic,0.73,,,,In Service,C-4122,1978,Surrey,,LINE BSW-G,,,,,,,,20051029,,1,0,49.192972,-122.889276
2,Riser Pocket,1000074789,27512,1199210497,150,PVC Plastic,0.73,,,,Abandoned,C-4122,1978,Surrey,,LINE BSW-F,,,,,,,,20051029,20081121,0,0,49.192970,-122.889272
2,Riser Pocket,1000074791,27514,1198310473,150,PVC Plastic,0.65,,,,Abandoned,C-4122,1978,Surrey,,LINE BSW-H,,,,,,,,20051029,20081121,0,0,49.192564,-122.889542
2,Riser Pocket,1000074792,27515,1198310474,150,PVC Plastic,0.65,,,,Abandoned,C-4122,1978,Surrey,,LINE BSW-F,,,,,,,,20051029,20081121,0,0,49.192562,-122.889535
2,Riser Pocket,1000074793,27516,1197010424,150,PVC Plastic,0.62,,,,Abandoned,C-4122,1978,Surrey,,LINE BSW-G,,,,,,,,20051029,20081121,0,0,49.191693,-122.889884
2,Riser Pocket,1000074794,27517,1197110424,150,PVC Plastic,0.62,,,,In Service,C-4122,1978,Surrey,,LINE BSW-H,,,,,,,,20051029,,1,0,49.191692,-122.889880
2,Riser Pocket,1000074795,27518,1211910663,150,PVC Plastic,0.54,,,,In Service,C-4122,1989,Surrey,,LINE BSW-K,,,,,,,,20051029,,1,0,49.196014,-122.885766
2,Riser Pocket,1000074796,27519,1211910664,150,PVC Plastic,0.54,,,,In Service,C-4122,1989,Surrey,,LINE BSW-J,,,,,,,,20051029,,1,0,49.196013,-122.885763
2,Riser Pocket,1000074797,27520,1211910665,150,PVC Plastic,0.54,,,,In Service,C-4122,1989,Surrey,,LINE BSW-F,,,,,,,,20051029,,1,0,49.196013,-122.885763
2,Riser Pocket,1000074798,27521,1212810675,150,PVC Plastic,0.39,,,,In Service,C-4122,1989,Surrey,,LINE BSW-K,,,,,,,,20051030,,1,0,49.196230,-122.885512
3,Valve Chamber,1001795900,,1272311300,1500,Concrete,,,,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,20141104,20141104,1,0,49.207534,-122.869077
3,Valve Chamber,1001883375,,1416407964,,Concrete,,,,,In Service,4704-6090-00,2015,Surrey,,,Initial AB,,,,,,,20160714,20160714,1,0,49.147108,-122.829486
3,Valve Chamber,1001884224,,1429007879,1500,Concrete,16.36,17.8,,,In Service,4713-4060-00,2016,Surrey,,,Initial AB,,,,,,,20170504,20170504,1,0,49.145558,-122.826013
2,Riser Pocket,1000074754,27836,1230511287,75,PVC Plastic,0.54,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,,1,0,49.207292,-122.880613
2,Riser Pocket,1000074755,27838,1233511287,75,PVC Plastic,0.55,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,,1,0,49.207294,-122.879766
2,Riser Pocket,1000074756,27839,1236511287,100,PVC Plastic,0.62,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,,1,0,49.207297,-122.878961
2,Riser Pocket,1000074759,27626,1214610360,100,PVC Plastic,1.3,,,,In Service,4516,1978,Surrey,,LINE BSW-H,,,,,,,,20051102,,1,0,49.190536,-122.885048
2,Riser Pocket,1000074760,27628,1207510360,100,PVC Plastic,0.85,,,,In Service,4516,1978,Surrey,,LINE BSW-H,,,,,,,,20051102,,1,0,49.190526,-122.886985
2,Riser Pocket,1000074761,27630,1202510359,100,PVC Plastic,0.4,,,,In Service,4516,1978,Surrey,,LINE BSW-H,,,,,,,,20051102,,1,0,49.190521,-122.888376
2,Riser Pocket,1000074762,27631,1200910359,100,PVC Plastic,0.51,,,,In Service,4516,1978,Surrey,,LINE BSW-H,,,,,,,,20051102,,1,0,49.190520,-122.888822
2,Riser Pocket,1000074763,27632,1199510359,100,PVC Plastic,0.64,,,,In Service,4516,1978,Surrey,,LINE BSW-H,,,,,,,,20051102,,1,0,49.190518,-122.889206
2,Riser Pocket,1000074829,27583,1228210870,100,PVC Plastic,0.27,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051101,,1,0,49.199752,-122.881261
2,Riser Pocket,1000074830,27584,1230510851,75,PVC Plastic,0.27,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051101,,1,0,49.199415,-122.880619
2,Riser Pocket,1000074831,27586,1234210822,75,PVC Plastic,0.42,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051101,,1,0,49.198880,-122.879603
2,Riser Pocket,1000074832,27587,1229810904,150,PVC Plastic,0.06,,,,In Service,4516,1978,Surrey,,LINE BSW-K,,,,,,,,20051101,,1,0,49.200358,-122.880805
2,Riser Pocket,1000074833,27588,1229810903,100,PVC Plastic,0.11,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051101,,1,0,49.200358,-122.880805
2,Riser Pocket,1000074834,27589,1230910896,100,PVC Plastic,0.39,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051101,,1,0,49.200228,-122.880516
2,Riser Pocket,1000074835,27590,1232810881,100,PVC Plastic,0.39,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051101,,1,0,49.199947,-122.879982
2,Riser Pocket,1000074836,27592,1237110855,75,PVC Plastic,1.03,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051101,,1,0,49.199484,-122.878818
2,Riser Pocket,1000074837,27593,1237110898,75,PVC Plastic,1.09,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051101,,1,0,49.200261,-122.878812
2,Riser Pocket,1000074838,27596,1233510950,150,PVC Plastic,0.29,,,,In Service,4516,1978,Surrey,,LINE BSW-K,,,,,,,,20051101,,1,0,49.201209,-122.879792
2,Riser Pocket,1000074839,27597,1233510951,75,PVC Plastic,0.34,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051101,,1,0,49.201209,-122.879792
2,Riser Pocket,1000074842,27601,1237910986,75,PVC Plastic,1.02,,,,In Service,4516,2005,Surrey,,LINE BSW-K,,,,,,,,20051101,,1,0,49.201856,-122.878565
2,Riser Pocket,1000074843,27602,1241311025,150,PVC Plastic,0.57,,,,In Service,S-757,2005,Surrey,,LINE BSW-K,,,,,,,,20051101,,1,0,49.202549,-122.877626
2,Riser Pocket,1000074844,27603,1238211077,150,PVC Plastic,0.55,,,,In Service,S-677,1997,Surrey,,LINE BSW-K  SEE ALSO S-010-68,,,,,,,,20051101,,1,0,49.203488,-122.878502
2,Riser Pocket,1000075143,28170,1277111431,75,PVC Plastic,1.07,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.209884,-122.867718
2,Riser Pocket,1000074799,27522,1212810676,150,PVC Plastic,0.39,,,,In Service,C-4122,1989,Surrey,,LINE BSW-J,,,,,,,,20051030,,1,0,49.196226,-122.885506
2,Riser Pocket,1000074800,27523,1212910675,150,PVC Plastic,0.39,,,,In Service,C-4122,1989,Surrey,,LINE BSW-F,,,,,,,,20051030,,1,0,49.196226,-122.885506
2,Riser Pocket,1000074801,27524,1214410694,150,PVC Plastic,0.24,,,,In Service,C-4122,1989,Surrey,,LINE BSW-K  SEE ALSO S-010-070,,,,,,,,20051030,,1,0,49.196581,-122.885090
2,Riser Pocket,1000074630,28129,1278711395,100,PVC Plastic,0.36,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051124,,1,0,49.209223,-122.867279
2,Riser Pocket,1000074632,28131,1278811432,75,PVC Plastic,0.61,,,,In Service,4515,1978,Surrey,,LINE BE-B,,,,,,,,20051124,,1,0,49.209888,-122.867269
2,Riser Pocket,1000074633,28132,1278811432,150,PVC Plastic,0.38,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051124,,1,0,49.209886,-122.867275
2,Riser Pocket,1000074634,28133,1278811442,150,PVC Plastic,0.51,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051124,,1,0,49.210090,-122.867274
2,Riser Pocket,1000074635,28134,1278811443,75,PVC Plastic,0.51,,,,In Service,4515,1978,Surrey,,LINE BE-B,,,,,,,,20051124,,1,0,49.210093,-122.867267
0,Grit Chamber,1000071189,26891,1543506820,1200,Clay Tile,-0.96,1.84,,,In Service,4700-5000-00,2005,Surrey,,SUMP BOTTOM = -2.05,,,,,,,,20050610,,1,0,49.126342,-122.794499
2,Riser Pocket,1000075131,28156,1269611391,63,PVC Plastic,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.209166,-122.869812
2,Riser Pocket,1000075132,28157,1272511391,75,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051125,,1,0,49.209168,-122.869006
2,Riser Pocket,1000075133,28158,1275611391,75,PVC Plastic,0.91,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051125,,1,0,49.209170,-122.868155
2,Riser Pocket,1000075134,28160,1277811394,100,PVC Plastic,0.67,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051125,,1,0,49.209215,-122.867547
2,Riser Pocket,1000075135,28161,1268811422,63,PVC Plastic,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051125,,1,0,49.209726,-122.870022
2,Riser Pocket,1000075136,28162,1271611422,75,PVC Plastic,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051125,,1,0,49.209728,-122.869238
2,Riser Pocket,1000075137,28163,1274711422,75,PVC Plastic,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051125,,1,0,49.209732,-122.868391
2,Riser Pocket,1000075138,28164,1277711422,75,PVC Plastic,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051125,,1,0,49.209734,-122.867564
2,Riser Pocket,1000075139,28166,1277811421,100,PVC Plastic,0.59,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051128,,1,0,49.209715,-122.867544
2,Riser Pocket,1000075140,28167,1268911430,63,PVC Plastic,0.9,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.209878,-122.870008
2,Riser Pocket,1000075141,28168,1271611430,63,PVC Plastic,0.96,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.209880,-122.869244
2,Riser Pocket,1000075142,28169,1274511430,75,PVC Plastic,1.01,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.209882,-122.868439
2,Riser Pocket,1000074815,27545,1232310769,100,PVC Plastic,0.29,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051030,,1,0,49.197926,-122.880124
2,Riser Pocket,1000074816,27546,1235310751,100,PVC Plastic,0.66,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051030,,1,0,49.197592,-122.879319
2,Riser Pocket,1000074575,28062,1266211304,75,PVC Plastic,0.81,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051122,20141103,0,0,49.207601,-122.870734
2,Riser Pocket,1000074576,28063,1266411304,75,PVC Plastic,1.06,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051122,20141103,0,0,49.207588,-122.870688
2,Riser Pocket,1000074577,28064,1267711304,75,PVC Plastic,1.23,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051122,20141103,0,0,49.207589,-122.870344
