NODE_TYPE,NODE_TYPE2,FACILITYID,LEGACYID,NODE_NO,NODE_SIZE,MATERIAL,INVERT,RIM_ELEVATION,I_I_SOURCE,I_I_QUANTITY,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,INSTALL_DATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,ENABLED,ANCILLARYROLE,Latitude,Longitude
2,Riser Pocket,1000074614,28108,1259411583,75,PVC Plastic,0.54,,,,Abandoned,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051123,20120418,0,0,49.212648,-122.872601
2,Riser Pocket,1000074615,28109,1256511583,75,PVC Plastic,0.57,,,,Abandoned,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051123,20120418,0,0,49.212649,-122.873427
2,Riser Pocket,1000074616,28110,1253711583,75,PVC Plastic,0.59,,,,Abandoned,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051123,20120418,0,0,49.212650,-122.874195
2,Riser Pocket,1000074611,28105,1260211533,63,PVC Plastic,0.46,,,,Abandoned,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051123,20120418,0,0,49.211743,-122.872395
2,Riser Pocket,1000075090,27755,1302611624,75,PVC Plastic,0.91,1.4,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20081120,0,0,49.213371,-122.860686
2,Riser Pocket,1000075091,27756,1299711624,75,PVC Plastic,1.14,1.4,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20081120,0,0,49.213372,-122.861472
2,Riser Pocket,1000075098,27766,1314411581,63,PVC Plastic,1.01,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,,1,0,49.212571,-122.857427
2,Riser Pocket,1000075099,27767,1311611580,75,PVC Plastic,1.07,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,,1,0,49.212572,-122.858195
2,Riser Pocket,1000075152,28181,1275811470,75,PVC Plastic,0.61,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.210596,-122.868093
2,Riser Pocket,1000075153,28183,1277811487,75,PVC Plastic,0.69,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.210909,-122.867533
2,Riser Pocket,1000075154,28185,1266311500,63,PVC Plastic,0.17,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.211151,-122.870703
2,Riser Pocket,1000075155,28186,1267211501,63,PVC Plastic,0.5,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.211152,-122.870457
2,Riser Pocket,1000075156,28187,1269211501,63,PVC Plastic,0.61,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.211153,-122.869919
2,Riser Pocket,1000075157,28188,1271511501,75,PVC Plastic,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.211155,-122.869277
2,Riser Pocket,1000075158,28189,1274411501,75,PVC Plastic,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.211157,-122.868472
2,Riser Pocket,1000075159,28190,1277211501,75,PVC Plastic,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051128,,1,0,49.211159,-122.867708
2,Riser Pocket,1000074672,27886,1227311433,100,PVC Plastic,0.2,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051115,20091110,0,0,49.209936,-122.881487
2,Riser Pocket,1000074683,27900,1232511490,63,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051115,20091110,0,0,49.210970,-122.880033
2,Riser Pocket,1000074662,27875,1233611424,100,PVC Plastic,0.46,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051115,20091110,0,0,49.209775,-122.879753
2,Riser Pocket,1000074681,27898,1228511457,75,PVC Plastic,0.38,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051115,20091110,0,0,49.210375,-122.881157
2,Riser Pocket,1000074708,27944,1248011425,150,PVC Plastic,0.49,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051116,,1,0,49.209777,-122.875779
2,Riser Pocket,1000074709,27945,1251011424,150,PVC Plastic,0.38,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051116,,1,0,49.209776,-122.874932
2,Riser Pocket,1000075006,27662,1279811463,150,PVC Plastic,0.69,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051103,,1,0,49.210447,-122.866992
2,Riser Pocket,1000075007,27663,1279811464,150,PVC Plastic,0.91,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051103,,1,0,49.210443,-122.866988
2,Riser Pocket,1000075008,27664,1279211462,150,PVC Plastic,0.31,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051103,,1,0,49.210448,-122.867140
2,Riser Pocket,1000075009,27665,1279211463,150,PVC Plastic,0.31,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051103,,1,0,49.210448,-122.867140
2,Riser Pocket,1000074609,28102,1255111533,75,PVC Plastic,0.48,,,,Abandoned,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051123,20120418,0,0,49.211745,-122.873813
2,Riser Pocket,1000074610,28103,1257711533,75,PVC Plastic,0.52,,,,Abandoned,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051123,20120418,0,0,49.211744,-122.873096
2,Riser Pocket,1000074612,28106,1262911533,63,PVC Plastic,0.52,,,,Abandoned,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051123,20120418,0,0,49.211742,-122.871644
2,Riser Pocket,1000074584,28073,1265411335,75,PVC Plastic,0.6,,,,Abandoned,4515,1977,Surrey,,LINE BW-A,,,,,,,,20051122,20120423,0,0,49.208165,-122.870974
2,Riser Pocket,1000074560,28030,1255911332,63,PVC Plastic,0.61,,,,Abandoned,4515,1977,Surrey,,LINE BW-A,,,,,,,,20051121,20120423,0,0,49.208115,-122.873583
2,Riser Pocket,1000074566,28037,1260611324,63,PVC Plastic,0.68,,,,Abandoned,4515,1977,Surrey,,LINE BW-A,,,,,,,,20051121,20120423,0,0,49.207952,-122.872300
2,Riser Pocket,1000074561,28031,1258111333,63,PVC Plastic,0.62,,,,Abandoned,4515,1977,Surrey,,LINE BW-A,,,,,,,,20051121,20120423,0,0,49.208117,-122.872987
2,Riser Pocket,1000074533,27995,1252111273,75,PVC Plastic,0.58,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051117,20120626,0,0,49.207040,-122.874631
2,Riser Pocket,1000074643,27848,1237211278,75,PVC Plastic,0.38,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120626,0,0,49.207120,-122.878752
2,Riser Pocket,1000074743,27992,1246011273,75,PVC Plastic,0.76,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051117,20120626,0,0,49.207034,-122.876338
2,Riser Pocket,1000074532,27994,1249111273,75,PVC Plastic,0.61,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051117,20120626,0,0,49.207037,-122.875482
2,Riser Pocket,1000074644,27850,1238111272,75,PVC Plastic,0.83,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120626,0,0,49.207026,-122.878499
2,Riser Pocket,1000074742,27991,1244911282,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051117,20120626,0,0,49.207200,-122.876626
2,Riser Pocket,1000074845,27605,1238311136,100,PVC Plastic,0.31,,,,Abandoned,4516,1978,Surrey,,LINE BSW-K,,,,,,,,20051101,20130128,0,0,49.204559,-122.878462
2,Riser Pocket,1001565308,,1238311130,150,PVC Plastic,0.49,,,,In Service,,,Surrey,,as per operations,Final AB,,,,,,,20130128,20130128,1,0,49.204457,-122.878463
2,Riser Pocket,1000075119,28141,1274311343,75,PVC Plastic,1.37,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.208306,-122.868502
2,Riser Pocket,1000075120,28142,1276911344,75,PVC Plastic,1.3,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.208308,-122.867789
2,Riser Pocket,1000075121,28144,1268711351,63,PVC Plastic,0.76,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.208453,-122.870042
2,Riser Pocket,1000075122,28145,1270711352,63,PVC Plastic,0.99,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.208454,-122.869505
2,Riser Pocket,1000075123,28146,1272911352,75,PVC Plastic,0.98,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.208456,-122.868888
2,Riser Pocket,1000075124,28147,1276011352,75,PVC Plastic,0.98,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.208458,-122.868040
2,Riser Pocket,1000075125,28149,1277811363,100,PVC Plastic,0.38,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.208657,-122.867555
2,Riser Pocket,1000075126,28150,1268211382,63,PVC Plastic,0.94,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.209014,-122.870180
2,Riser Pocket,1000075127,28151,1270911383,75,PVC Plastic,1.17,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.209016,-122.869454
2,Riser Pocket,1000075128,28152,1273611383,75,PVC Plastic,1.14,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.209018,-122.868691
2,Riser Pocket,1000075129,28153,1276211383,75,PVC Plastic,0.99,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051124,,1,0,49.209020,-122.867969
2,Riser Pocket,1000074980,24365,1288911474,150,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051109,,1,0,49.210595,-122.864480
2,Riser Pocket,1000075160,28192,1269011509,63,PVC Plastic,0.69,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051128,,1,0,49.211304,-122.869952
2,Riser Pocket,1000075161,28193,1271511509,75,PVC Plastic,0.73,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051128,,1,0,49.211306,-122.869287
2,Riser Pocket,1000075162,28194,1274511509,75,PVC Plastic,0.69,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051128,,1,0,49.211308,-122.868459
2,Riser Pocket,1000075163,28195,1277611509,75,PVC Plastic,0.73,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051128,,1,0,49.211310,-122.867592
2,Riser Pocket,1000075164,28197,1277811525,75,PVC Plastic,0.76,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051128,,1,0,49.211593,-122.867531
2,Riser Pocket,1000075165,28198,1266911540,63,PVC Plastic,0.46,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051128,,1,0,49.211864,-122.870556
2,Riser Pocket,1000075166,28199,1269611540,63,PVC Plastic,0.46,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051128,,1,0,49.211866,-122.869793
2,Riser Pocket,1000075167,28200,1272711540,75,PVC Plastic,0.46,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051128,,1,0,49.211868,-122.868946
2,Riser Pocket,1000075168,28201,1275811540,75,PVC Plastic,0.08,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051128,,1,0,49.211871,-122.868099
2,Riser Pocket,1000075169,28203,1277911541,150,PVC Plastic,0.09,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051128,,1,0,49.211872,-122.867492
2,Riser Pocket,1000075170,28205,1268511548,63,PVC Plastic,0.47,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051129,,1,0,49.212016,-122.870110
2,Riser Pocket,1000075171,28206,1271011548,63,PVC Plastic,0.53,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051129,,1,0,49.212018,-122.869397
2,Riser Pocket,1000075062,22690,1290311548,150,PVC Plastic,0.77,0.95,,,In Service,7899-0159-00,2002,Surrey,,,,,,,,,,20051105,,1,0,49.212005,-122.864093
2,Riser Pocket,1000075063,22691,1290311548,150,PVC Plastic,0.77,0.95,,,In Service,7899-0159-00,2002,Surrey,,,,,,,,,,20051105,,1,0,49.212001,-122.864089
2,Riser Pocket,1000075064,22692,1291611513,150,PVC Plastic,1.1,1.28,,,In Service,7899-0159-00,2002,Surrey,,,,,,,,,,20051105,,1,0,49.211373,-122.863714
2,Riser Pocket,1000074628,28127,1278711334,100,PVC Plastic,0.46,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051124,20080728,0,0,49.208138,-122.867280
2,Riser Pocket,1000074629,28128,1278811364,100,PVC Plastic,0.46,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051124,20080728,0,0,49.208673,-122.867254
2,Riser Pocket,1000074624,28123,1259611634,75,PVC Plastic,0.85,,,,Abandoned,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051123,20141030,0,0,49.213568,-122.872553
2,Riser Pocket,1000075069,27731,1279311635,75,PVC Plastic,0.46,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051107,20141030,0,0,49.213586,-122.867103
2,Riser Pocket,1001140627,,1277211624,75,PVC Plastic,,,,,Abandoned,F/T,2009,Surrey,,,,,,,,,,20091118,20100423,0,0,49.213390,-122.867699
2,Riser Pocket,1001160821,,1253311409,150,PVC Plastic,,,,,In Service,,1978,Surrey,,,Final AB,,,,,,,20100518,20100617,1,0,49.209509,-122.874301
1,Pigging Chamber,1001161250,,1840305202,3050,Concrete,4.32,6.91,,,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,20100520,20100520,1,0,49.096885,-122.712829
1,Pigging Chamber,1001160923,,1901803972,3050,Concrete,,,,,In Service,4707-2040-00,2009,Surrey,Campbell Heights,,Final AB,,,,,,,20100519,20101220,1,0,49.074601,-122.696029
2,Riser Pocket,1000074981,24366,1288911471,100,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-C,,,,,,,,20051109,,1,0,49.210587,-122.864480
2,Riser Pocket,1000074982,24367,1288911469,150,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051109,,1,0,49.210582,-122.864480
2,Riser Pocket,1000074983,24368,1288911470,150,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-B,,,,,,,,20051109,,1,0,49.210585,-122.864480
2,Riser Pocket,1000074984,24369,1288911472,150,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051109,,1,0,49.210587,-122.864480
2,Riser Pocket,1000074985,24370,1288911473,150,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051109,,1,0,49.210595,-122.864480
2,Riser Pocket,1000074986,24371,1286011462,150,PVC Plastic,1.12,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051103,,1,0,49.210447,-122.865281
2,Riser Pocket,1000074987,24372,1286011463,150,PVC Plastic,1.12,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051103,,1,0,49.210447,-122.865281
2,Riser Pocket,1000074988,24373,1285711470,100,Concrete,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-B,,,,,,,,20051103,,1,0,49.210595,-122.865351
2,Riser Pocket,1000074989,24374,1285711471,150,Concrete,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051103,,1,0,49.210591,-122.865351
2,Riser Pocket,1000074990,24375,1282911462,150,PVC Plastic,0.91,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051103,,1,0,49.210447,-122.866137
2,Riser Pocket,1000074991,24376,1282911463,150,PVC Plastic,0.91,,,,In Service,4515,1987,Surrey,,,,,,,,,,20051103,,1,0,49.210447,-122.866137
2,Riser Pocket,1000074992,24377,1282911464,75,Concrete,0.99,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051109,,1,0,49.210441,-122.866132
2,Riser Pocket,1000074993,24378,1282611470,100,PVC Plastic,0.81,,,,In Service,4515,1978,Surrey,,LINE BE-B,,,,,,,,20051103,,1,0,49.210596,-122.866202
2,Riser Pocket,1000074994,24379,1282611471,150,Concrete,0.81,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051103,,1,0,49.210592,-122.866202
2,Riser Pocket,1000074996,27638,1282311313,75,PVC Plastic,1.68,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051102,20080728,0,0,49.207749,-122.866305
2,Riser Pocket,1000074640,27845,1234611241,75,PVC Plastic,0.85,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206471,-122.879491
2,Riser Pocket,1000074641,27846,1237211247,75,PVC Plastic,0.99,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206565,-122.878766
2,Riser Pocket,1000074638,27843,1229111234,75,PVC Plastic,0.84,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206343,-122.880997
2,Riser Pocket,1000074757,27841,1223011231,63,PVC Plastic,0.84,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206281,-122.882693
2,Riser Pocket,1000074639,27844,1232111238,75,PVC Plastic,0.78,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206414,-122.880157
2,Riser Pocket,1000074758,27842,1226011231,75,PVC Plastic,0.66,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206283,-122.881842
2,Riser Pocket,1000074534,27997,1263611240,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,"LINE BW-G  SEE ALSO S-000-010,054",,,,,,,,20051117,20141118,0,0,49.206433,-122.871479
2,Riser Pocket,1000074535,27998,1260511239,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051117,20141118,0,0,49.206428,-122.872326
2,Riser Pocket,1000074536,27999,1257411239,75,PVC Plastic,0.5,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051117,20141118,0,0,49.206424,-122.873173
2,Riser Pocket,1000074537,28000,1254411239,75,PVC Plastic,0.53,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051117,20141118,0,0,49.206419,-122.874020
2,Riser Pocket,1000074538,28003,1253311256,75,PVC Plastic,0.21,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051121,20141118,0,0,49.206730,-122.874317
2,Riser Pocket,1000074539,28005,1254711273,100,PVC Plastic,0.72,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051121,20141118,0,0,49.207042,-122.873930
2,Riser Pocket,1000074540,28006,1257711273,100,PVC Plastic,0.74,,,,Abandoned,4515,1977,Surrey,,LINE BW-G SEE ALSO S-000-016,,,,,,,,20051121,20141118,0,0,49.207045,-122.873083
2,Riser Pocket,1000074541,28008,1260811274,100,PVC Plastic,0.78,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051121,20141118,0,0,49.207048,-122.872236
2,Riser Pocket,1000074542,28009,1263911274,75,PVC Plastic,0.76,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051121,20141118,0,0,49.207050,-122.871389
1,Pigging Chamber,1000847336,,1483308229,2400,Concrete,19.03,21.93,,,In Service,4799-3030-00,2005,Surrey,,,Final AB,,,,,,,20080320,20140313,1,0,49.151868,-122.811010
3,Valve Chamber,1000837887,,1378009493,,,,,,,In Service,4793-3270-00,,,,,Final AB,,,,,,,20071128,20140514,1,0,49.174796,-122.839990
2,Riser Pocket,1000074889,27320,1181610697,150,PVC Plastic,0.43,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20150303,0,0,49.196630,-122.894128
3,Valve Chamber,1000838851,,1179610711,,,,,,,Abandoned,7804-0411-00,,,,,Final AB,,,,,,,20071211,20150303,0,0,49.196889,-122.894681
2,Riser Pocket,1000075077,27741,1297411635,75,PVC Plastic,0.69,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051107,20150310,0,0,49.213578,-122.862109
2,Riser Pocket,1000075078,27742,1297911661,63,PVC Plastic,0.69,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051107,20150310,0,0,49.214050,-122.861971
2,Riser Pocket,1000075079,27743,1298811665,63,PVC Plastic,0.61,,,,In Service,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051107,20150310,1,0,49.214115,-122.861715
2,Riser Pocket,1000074998,27640,1281611304,75,PVC Plastic,1.75,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051102,20080728,0,0,49.207598,-122.866503
2,Riser Pocket,1000074999,27641,1285011313,75,PVC Plastic,1.45,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051102,20080728,0,0,49.207751,-122.865542
2,Riser Pocket,1000074877,27308,1191210619,150,PVC Plastic,0.58,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20081121,0,0,49.195221,-122.891474
2,Riser Pocket,1000074878,27309,1191210620,150,PVC Plastic,0.63,,,,Abandoned,4516,1978,Surrey,,LINE BSW-B,,,,,,,,20051025,20081205,0,0,49.195221,-122.891474
2,Riser Pocket,1000074879,27310,1193710600,150,PVC Plastic,0.58,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20081121,0,0,49.194871,-122.890812
2,Riser Pocket,1000074667,27881,1237311365,75,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-F,,,,,,,,20051115,,1,0,49.208717,-122.878733
2,Riser Pocket,1000074694,27928,1245011372,63,PVC Plastic,0.61,,,,Abandoned,4515,1977,Surrey,,LINE BW-F,,,,,,,,20051116,20120420,0,0,49.208841,-122.876610
2,Riser Pocket,1000074586,28075,1264611374,75,PVC Plastic,0.82,,,,Abandoned,4515,1977,Surrey,,LINE BW-A,,,,,,,,20051122,20120420,0,0,49.208860,-122.871184
2,Riser Pocket,1000075081,27745,1298811637,75,PVC Plastic,0.76,1.4,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051107,20141031,0,0,49.213593,-122.861724
2,Riser Pocket,1000074649,27856,1228811310,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20141031,0,0,49.207721,-122.881081
2,Riser Pocket,1000074846,27607,1266111210,75,PVC Plastic,1,,,,Abandoned,S-599,1987,Surrey,,LINE BSW-G,,,,,,,,20051101,20141031,0,0,49.205904,-122.870772
2,Riser Pocket,1000074847,27608,1271611217,75,PVC Plastic,1.2,,,,Abandoned,S-599,1987,Surrey,,LINE BSW-G,,,,,,,,20051101,20141031,0,0,49.206015,-122.869261
2,Riser Pocket,1000074733,27975,1238411543,75,PVC Plastic,0.66,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051117,20150313,0,0,49.211924,-122.878429
2,Riser Pocket,1000074809,27532,1220710775,150,PVC Plastic,-0.05,,,,In Service,C-4122,1989,Surrey,,LINE BSW-F,,,,,,,,20051030,20150313,1,0,49.198024,-122.883347
2,Riser Pocket,1000864704,,1222511286,100,PVC Plastic,,,,,Abandoned,,2008,Surrey,,LINE BW-E,Final AB,,,,,,,20081120,20150318,0,0,49.207284,-122.882832
2,Riser Pocket,1000074698,27933,1247611382,100,PVC Plastic,0.33,,,,Abandoned,4515,1977,Surrey,,LINE BW-F,,,,,,,,20051116,20120420,0,0,49.209011,-122.875875
2,Riser Pocket,1000074593,28084,1265411385,100,PVC Plastic,0.3,,,,Abandoned,4515,1977,Surrey,,LINE BW-A,,,,,,,,20051122,20120420,0,0,49.209070,-122.870969
2,Riser Pocket,1000074598,28090,1256211424,100,PVC Plastic,0.58,,,,Abandoned,4515,1977,Surrey,,LINE BW-A,,,,,,,,20051122,20120420,0,0,49.209770,-122.873500
3,Valve Chamber,1001591839,,1545503560,1050,Concrete,,,,,In Service,7897-0106-00,1996,Surrey,,Blowdown,Final AB,,,,,,,20130410,20130410,1,0,49.067352,-122.794201
2,Riser Pocket,1001756403,,1213810904,100,,,,,,In Service,,,Surrey,,FT01488,,,,,,,,20140717,20140717,1,0,49.200370,-122.885237
2,Riser Pocket,1001811722,,1299311579,150,Polyethylene,0.254,,,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,20150309,20150309,1,0,49.212564,-122.861597
2,Riser Pocket,1001811720,,1298511579,150,Polyethylene,0.995,,,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,20150309,20150309,1,0,49.212565,-122.861805
2,Riser Pocket,1001811721,,1299011579,150,Polyethylene,0.695,,,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,20150309,20150309,1,0,49.212564,-122.861679
2,Riser Pocket,1001811723,,1299611579,150,Polyethylene,-0.032,,,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,20150309,20150309,1,0,49.212564,-122.861514
3,Valve Chamber,1001936643,,1657801558,1350,Concrete,44.71,43.75,,,In Service,4706-4530-00,2016,Surrey,,Blow Down Chamber,Final AB,,,,,,,20170620,20170620,1,0,49.031066,-122.763439
2,Riser Pocket,1000074813,27541,1229510806,150,PVC Plastic,-0.11,,,,Abandoned,C-4122,1995,Surrey,,LINE BSW-K,,,,,,,,20051030,20081121,0,0,49.198572,-122.880944
2,Riser Pocket,1000074814,27543,1230010786,150,PVC Plastic,0.29,,,,In Service,4516,1995,Surrey,,LINE BSW-J,,,,,,,,20051030,,1,0,49.198229,-122.880758
2,Riser Pocket,1000075093,27759,1303011594,75,PVC Plastic,0.91,,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.212835,-122.860560
2,Riser Pocket,1000075094,27760,1306011594,75,PVC Plastic,1.14,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.212835,-122.859755
2,Riser Pocket,1000075087,27752,1311711623,75,PVC Plastic,0.91,1.4,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.213353,-122.858173
2,Riser Pocket,1000075088,27753,1308711624,75,PVC Plastic,0.91,1.4,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.213368,-122.858990
2,Riser Pocket,1000075095,27761,1309011594,75,PVC Plastic,1.14,,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.212834,-122.858908
2,Riser Pocket,1000075096,27762,1311811594,75,PVC Plastic,1.14,,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.212833,-122.858144
2,Riser Pocket,1000075097,27764,1314811594,63,PVC Plastic,1.1,,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.212831,-122.857297
