ANCILLARYROLE,ENABLED,FITTING_TYPE,FITTING_TYPE2,FACILITYID,LEGACYID,NODE_NO,FITTING_SIZE,MATERIAL,RIM_ELEVATION,INVERT,DEPTH,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
0,1,2,Reducer,1000315774,17142,1753302765,100,CAS,,50.97,,In Service,7889-0246-,1992,Surrey,,,Final AB,,,,,,20030609,,49.052863,-122.737047
0,1,2,Reducer,1000315801,15798,1544511180,200,CAS,,86.61,,In Service,7898-0098-,2000,Surrey,,,Final AB,,,,,,20020905,,49.205237,-122.793910
0,1,4,Tee,1000311398,5791,1301509234,,,71.84,,,In Service,,1971,Surrey,,,,,,,,,19890608,,49.170373,-122.861073
,1,4,Tee,1001955640,,1898202969,300,DI,,43.95,,In Service,7814-0337-00,2017,Surrey,,,Initial AB,,,,,,20171121,20171121,49.056445,-122.697134
0,1,4,Tee,1000311488,14530,1296308822,,,62.11,,,In Service,,1997,Surrey,,,,,,,,,19980805,,49.162672,-122.862549
0,1,4,Tee,1000311532,2641,1344708408,,,42.9,,,In Service,,1990,Surrey,,,,,,,,,19890131,,49.155415,-122.849211
0,1,4,Tee,1000311537,4646,1315508011,,,67.14,,,In Service,,1985,Surrey,,,,,,,,,19890424,,49.148249,-122.857264
0,1,4,Tee,1000311545,4664,1316608249,,,57.44,,,In Service,,1982,Surrey,,,,,,,,,19890424,,49.152551,-122.856956
0,1,4,Tee,1000304684,6928,1277911536,,,0.46,,,In Service,,1963,Surrey,,,,,,,,,19890907,,49.212023,-122.867461
0,1,4,Tee,1000304806,3323,1680610416,,,58.06,,,In Service,,1974,Surrey,,,,,,,,,19890302,,49.191582,-122.756379
0,1,4,Tee,1000304841,3440,1620310588,,,67.68,,,In Service,,1985,Surrey,,,,,,,,,19890307,,49.194734,-122.773012
0,1,4,Tee,1000299410,10592,1520101548,,,110,,,In Service,,1947,Surrey,,,,,,,,,19900510,,49.031256,-122.801310
,1,3,Tap,1001955649,,1899502771,300,DI,,43.75,,In Service,7814-0337-00,2017,Surrey,,,Initial AB,,,,,,20171121,20171121,49.052865,-122.696802
0,1,4,Tee,1000304006,8568,1297809914,,,82.14,,,In Service,,1969,Surrey,,,,,,,,,19900104,20171121,49.182678,-122.862069
0,1,4,Tee,1000299642,1702,1379610001,,,84.23,,,In Service,,1992,Surrey,,,,,,,,,19920513,,49.184223,-122.839488
0,1,4,Tee,1000299680,13460,1366410012,,,72.6,,,In Service,,1994,Surrey,,,,,,,,,19950825,,49.184428,-122.843128
0,1,4,Tee,1000308625,4854,1443309043,,,73.5,,,In Service,,1989,Surrey,,,,,,,,,19890428,,49.166867,-122.821974
0,1,4,Tee,1000308634,4864,1462608917,,,68.7,,,In Service,,1978,Surrey,,,,,,,,,19890428,,49.164586,-122.816661
0,1,4,Tee,1000308675,4993,1486408932,,,78.18,,,In Service,,1978,Surrey,,,,,,,,,19890503,,49.164841,-122.810093
0,1,4,Tee,1000304009,8572,1297709898,,,80.77,,,In Service,,1970,Surrey,,,,,,,,,19900104,20171121,49.182385,-122.862083
0,1,4,Tee,1000308934,5092,1231207817,,,94.12,,,In Service,,1977,Surrey,,,,,,,,,19890515,,49.144763,-122.880528
0,0,4,Tee,1000304021,8603,1297109932,,,80.77,,,Abandoned,,1948,Surrey,,,,,,,,,19900105,20171121,49.183009,-122.862263
0,1,2,Reducer,1000307768,119,1276905999,300,ST,93,93,0,In Service,1295-3110-00,1966,Surrey,,,Final AB,,,,,,19880623,20061215,49.111872,-122.868014
0,1,4,Tee,1000300021,15139,1531203436,300,DI,,37.5,,In Service,7800-0339-00,2002,Surrey,,,Final AB,,,,,,20020620,20110608,49.065120,-122.798147
0,1,2,Reducer,1000315724,10110,1394102072,300,CAS,89.47,,,In Service,F/T,1995,Surrey,,,,,,,,,19950915,,49.040495,-122.835981
0,1,2,Reducer,1000315743,17489,1891506516,300,CAS,,,,In Service,,2002,Surrey,,300/100,,,,,,,20030825,,49.120641,-122.698596
0,1,4,Tee,1000300213,17962,1459405863,300,DI,,69.5,,In Service,7802-0144-00,2004,Surrey,,,Final AB,,,,,,20040503,20110608,49.109045,-122.817746
0,1,2,Reducer,1000315770,17552,1569003957,200,CAS,,1.21,,In Service,1200-903,2003,Surrey,,200 X 150 REDUCER,,,,,,,20030908,,49.074529,-122.787704
0,1,2,Reducer,1000315809,3332,1640110419,300,CAS,66.52,,,In Service,7885-244,1986,Surrey,,,,,,,,,20030829,,49.191645,-122.767561
0,1,4,Tee,1000300235,18630,1479505815,300,DI,,63.9,,In Service,7802-0094-00,2004,Surrey,,,Final AB,,,,,,20050215,20110608,49.108172,-122.812206
0,1,4,Tee,1000314295,17519,1357807071,250,CAS,,68.48,,In Service,1202-3010-00,2002,Surrey,,,Final AB,,,,,,20030903,,49.130972,-122.845682
0,0,4,Tee,1000306377,9162,1265209863,,,66,,,Abandoned,,1958,Surrey,,,,,,,,,19900131,20110318,49.181766,-122.871048
,1,4,Tee,1001955695,,1297209953,200,DI,,,,In Service,,,Surrey,,,,,,,,,20171121,20171121,49.183146,-122.862256
0,1,4,Tee,1000311479,14248,1356109330,150,DI,56.45,,,Abandoned,,1996,Surrey,,,,,,,,,19970514,20110608,49.172088,-122.845999
0,1,4,Tee,1000299444,16162,1759910181,400,CAS,,,,In Service,7893-0133-00,1996,Surrey,,,Final AB,,,,,,20021010,,49.187045,-122.734514
0,1,4,Tee,1000299816,17089,1548111324,200,CAS,,85.67,,In Service,7891-0511-00,2002,Surrey,,,Final AB,,,,,,20030602,,49.207833,-122.792888
0,1,4,Tee,1000299526,15213,1359610013,300,DI,78.25,74.52,3.73,In Service,1299-620,2000,Surrey,,,,,,,,,20020702,20110608,49.184195,-122.845027
0,1,4,Tee,1000299958,1002,1559803557,150,DI,33.72,,,Abandoned,,1996,Surrey,,,,,,,,,19980105,20110608,49.067316,-122.790257
0,1,4,Tee,1000302283,15385,1536705834,200,CAS,27,15.46,11.54,In Service,7893-0040-00,1999,Surrey,,,Final AB,,,,,,20020715,,49.108509,-122.796459
0,1,4,Tee,1000309744,15625,1267506826,300,DI,,86.25,,In Service,7896-0312-00,2001,Surrey,,,Final AB,,,,,,20020730,20110608,49.126570,-122.870587
0,1,4,Tee,1000310228,17889,1423003212,200,DI,,26.96,,In Service,7802-0387-00,2003,Surrey,,,Final AB,,,,,,20040318,20110608,49.061109,-122.827951
0,1,4,Tee,1000310419,19635,1519803741,300,DI,,,,In Service,1204-9010-00,2006,Surrey,,,,,,,,,20060517,20110608,49.070652,-122.801269
0,1,4,Tee,1000311230,18583,1196809813,300,DI,72.7,73.6,-0.9,In Service,1201-3010-00,2004,Surrey,,,Final AB,,,,,,20050110,20110608,49.180634,-122.889972
0,1,4,Tee,1000311241,18599,1194810152,200,DI,,15.2,,In Service,1797-3160-00,2004,Surrey,,,Final AB,,,,,,20050112,20110608,49.186767,-122.890504
0,1,4,Tee,1000312003,16447,1680708252,250,DI,,39.9,,In Service,7801-0200-00,2002,Surrey,,,Final AB,,,,,,20030122,20110608,49.152189,-122.756534
0,1,4,Tee,1000312455,15428,1844906701,200,DI,,66.05,,In Service,7896-0219-02,1999,Surrey,,,Final AB,,,,,,20020717,20110608,49.124024,-122.711413
0,1,4,Tee,1000312457,15431,1851406813,350,DI,,61.51,,In Service,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020717,20110608,49.126040,-122.709617
,1,1,Cross,1001198802,,1288605918,200,DI,,87,,In Service,7805-0338-00,2011,Surrey,,,Final AB,,,,,,20110525,20140514,49.110133,-122.864820
0,1,4,Tee,1000841307,,1359401959,400,DI,,92.27,,In Service,1206-5520-00,2007,Surrey,,,Final AB,,,,,,20080117,20110608,49.038467,-122.845525
0,1,4,Tee,1000841308,,1359501959,400,DI,,92.27,,In Service,1206-5520-00,2007,Surrey,,,Final AB,,,,,,20080117,20110608,49.038467,-122.845497
0,1,4,Tee,1000298736,11962,1409710819,,,103.08,,,In Service,,1964,Surrey,,,,,,,,,19900803,20170224,49.198764,-122.831150
0,1,4,Tee,1000313243,18063,1640906112,300,DI,,30.7,,In Service,7801-0342-00,2004,Surrey,,,Final AB,,,,,,20040602,20110608,49.113459,-122.767697
,0,0,Cap,1001435229,,1408810931,50,PE,,,,Abandoned,7810-0288-00,2013,Surrey,,,Final AB,,,,,,20120928,20170224,49.200800,-122.831403
,1,4,Tee,1001748553,,1291705919,200,DI,,88.08,,In Service,7804-0091-00,2009,Surrey,,,Initial AB,,,,,,20140513,20140513,49.110142,-122.863975
0,1,4,Tee,1000305662,8724,1888306321,,,69.38,,,In Service,,1990,Surrey,,,,,,,,,19900109,,49.117384,-122.699522
0,1,4,Tee,1000305736,9182,1881005751,,,55.55,,,In Service,,1989,Surrey,,,,,,,,,19920403,,49.107075,-122.701595
0,1,4,Tee,1000305771,12798,1881005758,,,55.78,,,In Service,,1992,Surrey,,,,,,,,,19930217,,49.107205,-122.701596
0,1,4,Tee,1000305940,1569,1841205440,,,18.15,,,In Service,,1986,Surrey,,,,,,,,,19881115,,49.101486,-122.712597
0,1,4,Tee,1000300538,13761,1657507860,,,48.14,,,In Service,,1994,Surrey,,,,,,,,,19940823,,49.145360,-122.762989
0,1,4,Tee,1000300731,14058,1400102190,,,,,,In Service,,1994,Surrey,,,,,,,,,19950615,,49.042935,-122.834291
0,1,4,Tee,1000300941,12505,1337602066,,,94.38,,,In Service,,1991,Surrey,,,,,,,,,19900911,,49.040707,-122.851503
,0,0,Cap,1001435231,,1407010930,50,PE,,,,Abandoned,7810-0288-00,2013,Surrey,,,Final AB,,,,,,20120928,20170224,49.200787,-122.831892
0,1,4,Tee,1000302740,17199,1593609562,200,CAS,,67.25,,In Service,7802-0090-00,2003,Surrey,,,Final AB,,,,,,20030613,,49.175935,-122.780459
,1,2,Reducer,1001435596,,1196110029,400,DI,,53.28,,In Service,1209-5040-00,2011,Surrey,,400X350,Initial AB,,,,,,20121005,20121005,49.184547,-122.890153
0,1,4,Tee,1000306303,11143,1940106258,,,29.51,,,In Service,,1994,Surrey,,,,,,,,,19960814,,49.116202,-122.685253
0,0,4,Tee,1000306349,9093,1251709778,,,84.8,,,Abandoned,,1961,Surrey,,,,,,,,,19900126,20090728,49.180226,-122.874785
,1,2,Reducer,1001182451,,1640302361,600,ST,,,,In Service,7805-0126-00,2010,Surrey,,600 X 300 REDUCER,Final AB,,,,,,20101122,20110608,49.045602,-122.768183
0,1,4,Tee,1000313139,16405,1378606217,300,DI,,41.9,,In Service,7801-0052-00,2002,Surrey,,,Final AB,,,,,,20021224,20110608,49.115510,-122.840011
0,0,4,Tee,1000313695,16045,1544702417,100,DI,,,,Abandoned,7800-0144-00,2002,Surrey,,,Final AB,,,,,,20020930,20110608,49.046672,-122.794508
0,1,4,Tee,1000314761,16578,1358111334,150,DI,,,,In Service,1201-3020-00,2002,Surrey,,,Final AB,,,,,,20030305,20110608,49.208115,-122.845367
0,1,4,Tee,1000314911,16582,1398311308,450,DI,,90.43,,In Service,1201-3020-00,2002,Surrey,,,Final AB,,,,,,20030305,20110608,49.207618,-122.834276
0,1,4,Tee,1000298882,11834,1368310411,100,DI,88.27,,,Abandoned,,1967,Surrey,,,,,,,,,19900730,20110608,49.191653,-122.842565
0,1,4,Tee,1000299942,4590,1550203243,200,DI,38.65,,,Abandoned,,1991,Surrey,,SEE WD-104-020,,,,,,,19911216,20110608,49.061915,-122.792927
0,1,4,Tee,1000841729,,1422406532,200,DI,,22.29,,In Service,7804-0319-00,2007,Surrey,,,Final AB,,,,,,20080123,20110608,49.121194,-122.827912
0,1,4,Tee,1000300995,16031,1280502186,150,DI,,64.14,,In Service,1297-607,1997,Surrey,,,,,,,,,20020927,20110608,49.042591,-122.867240
,1,3,Tap,1001829395,,1317109222,200,DI,,67.46,,In Service,1212-3120-00,2016,Surrey,,,Final AB,,,,,,20170223,20170223,49.169900,-122.856809
0,1,4,Tee,1000305955,4267,1841205381,150,DI,11.86,,,In Service,F/T,1993,Surrey,,As Per Operations 02-16-11 C1D,Final AB,,,,,,19930805,20110608,49.100410,-122.712603
0,1,4,Tee,1000305996,9027,1443004060,300,DI,-1,,,Abandoned,,1988,Surrey,,,,,,,,,19940608,20110608,49.076457,-122.822381
0,0,4,Tee,1000299785,8375,1408410179,,,103.21,,,Abandoned,,1964,Surrey,,,,,,,,,19891214,20170223,49.187437,-122.831522
0,1,4,Tee,1000308353,10760,1540401694,200,DI,107.02,,,In Service,,1963,Surrey,,,,,,,,,19900522,20110608,49.033899,-122.795737
,1,2,Reducer,1001829400,,1568008767,200,DI,,,,In Service,1212-3130-00,2016,Surrey,,200X150,Final AB,,,,,,20170224,20170224,49.161566,-122.787603
0,1,4,Tee,1000793419,,1519007125,300,DI,,3.69,,In Service,,2006,Surrey,,,Initial AB,,,,,,20060721,20110608,49.131870,-122.801242
0,1,4,Tee,1000793474,,1514107071,200,DI,,6,,In Service,,2006,Surrey,,,Initial AB,,,,,,20060724,20110608,49.130910,-122.802592
0,1,4,Tee,1000307955,12558,1195906205,,,66.72,,,In Service,,1996,Surrey,,,,,,,,,19961028,,49.115626,-122.890314
0,1,4,Tee,1000307967,14507,1196105922,,,55.84,,,In Service,,1985,Surrey,,,,,,,,,19980706,,49.110222,-122.890329
0,1,4,Tee,1000308012,15083,1232806181,150,CC,,75.85,,In Service,7883-0776,1987,Surrey,,,,,,,,,20020613,,49.114897,-122.880192
0,1,4,Tee,1000308195,10800,1560701738,,,94.53,,,In Service,,1983,Surrey,,,,,,,,,19900524,,49.034683,-122.790139
0,1,4,Tee,1000308207,10819,1571101736,,,85.41,,,In Service,,1975,Surrey,,,,,,,,,19900525,,49.034645,-122.787284
,1,4,Tee,1001578455,,1600302970,250,DI,,,,In Service,7808-0030-00,2008,Surrey,,,Final AB,,,,,,20130306,20160706,49.056657,-122.779146
0,1,2,Reducer,1000315825,15210,1237405841,200,ST,54,72.85,-18.85,In Service,7801-0205-00,2007,Surrey,,200 X 150 REDUCER,Final AB,,,,,,19880616,20080211,49.108743,-122.878952
0,1,2,Reducer,1000315696,15779,1460210872,150,CAS,,100.33,,In Service,W-760,1987,Surrey,,,,,,,,,20020903,,49.199699,-122.817201
0,1,2,Reducer,1000315705,17473,1448707425,250,CAS,,,,In Service,,,Surrey,,250/200,,,,,,,20030818,,49.137346,-122.820609
,1,3,Tap,1001578462,,1600303160,250,DI,,11.8,,In Service,7805-0349-00,2013,Surrey,,,Final AB,,,,,,20130306,20160706,49.060080,-122.779125
0,1,2,Reducer,1000315697,15780,1459310763,200,CAS,,104.04,,In Service,1299-6040-,2000,Surrey,,,Final AB,,,,,,20020903,,49.197739,-122.817457
0,1,4,Tee,1000310675,15987,1615901542,350,DI,,51.7,,In Service,1297-505,1997,Surrey,,,,,,,,,20020925,20110608,49.030803,-122.774972
0,1,4,Tee,1000311147,11364,1195709907,150,DI,63.98,,,Abandoned,NA,1967,Surrey,,SEE WD-019-051,,,,,,,19900625,20110608,49.182584,-122.890244
0,1,4,Tee,1000311693,13227,1356408658,150,DI,30.78,,,Abandoned,,1993,Surrey,,SEE WD-041-048,,,,,,,19930402,20110608,49.159942,-122.845964
0,1,4,Tee,1000311694,13228,1356308658,300,DI,30.78,,,Abandoned,,1993,Surrey,,SEE WD-041-048,,,,,,,19930402,20110608,49.159942,-122.846000
0,1,4,Tee,1000312881,11558,1357806350,300,DI,52.4,,,Abandoned,,1998,Surrey,,SEE WD-071-034,,,,,,,19981217,20110608,49.117924,-122.845730
0,0,4,Tee,1000312952,506,1376205998,150,DI,74.52,,,Abandoned,,1972,Surrey,,,,,,,,,19880916,20110608,49.111823,-122.840637
0,1,4,Tee,1000313170,840,1656806050,25,DI,28,,,Abandoned,,1900,Surrey,,,,,,,,,19880929,20110608,49.112621,-122.763320
0,1,4,Tee,1000312056,18013,1680108736,200,DI,25.52,,,In Service,1797-324,2002,Surrey,,,,,,,,,20040513,20110608,49.160947,-122.756661
0,1,4,Tee,1000313967,15966,1651101092,450,DI,,33.52,,In Service,1297-510,1999,Surrey,,,,,,,,,20020924,20110608,49.022642,-122.765321
0,1,4,Tee,1000303296,19066,1605409778,100,DI,,52.58,,In Service,7802-0008-00,2005,Surrey,,,Final AB,,,,,,20050812,20110608,49.179838,-122.777191
0,1,1,Cross,1000303907,19457,1278007227,300,DI,86.5,87.28,-0.78,In Service,1203-3190-00,2003,Surrey,,,Final AB,,,,,,20060309,20110608,49.133833,-122.867681
0,1,4,Tee,1000299384,10540,1508601828,,,107.77,,,In Service,,1980,Surrey,,,,,,,,,19900509,20091014,49.036324,-122.804452
0,1,1,Cross,1000824575,,1903807232,350,DI,,,,In Service,,2007,Surrey,,AS PER OPERATIONS,Initial AB,,,,,,20070504,20110608,49.133584,-122.695121
0,1,4,Tee,1000299520,5267,1373710208,,,81.6,,,In Service,,1996,Surrey,,,,,,,,,19981124,,49.187735,-122.841134
0,1,2,Reducer,1000824576,,1903907232,450,DI,,,,In Service,CRRP,2007,Surrey,,450 X 350 REDUCER - AS PER OPERATIONS,Final AB,,,,,,20070504,20110608,49.133585,-122.695093
,1,4,Tee,1001717423,,1669102154,300,DI,,108.52,,In Service,7812-0153-00,2014,Surrey,,,Final AB,,,,,,20141104,20180312,49.041848,-122.760273
0,1,4,Tee,1000313460,13793,1498802361,,,113.24,,,In Service,,1994,Surrey,,,,,,,,,19940927,20160706,49.045688,-122.807151
0,1,1,Cross,1000315583,10956,1640901956,,,67.62,,,In Service,,1962,Surrey,,,,,,,,,19900604,20110608,49.038281,-122.768058
0,1,4,Tee,1000300459,10062,1300401758,,,84.44,,,In Service,,1985,Surrey,,,,,,,,,19900326,,49.035143,-122.861739
0,1,4,Tee,1000300461,10064,1307001806,,,84.81,,,In Service,,1987,Surrey,,,,,,,,,19900326,,49.036020,-122.859940
0,1,4,Tee,1000310653,10987,1672302052,,,103.15,,,In Service,,1980,Surrey,,,,,,,,,19900605,20180312,49.040295,-122.759403
0,1,4,Tee,1000300675,12686,1793406519,,,29.8,,,In Service,,1989,Surrey,,,,,,,,,19910723,,49.121032,-122.725631
0,1,4,Tee,1000310650,10984,1660902151,,,108.04,,,In Service,,1980,Surrey,,,,,,,,,19900605,20180312,49.042100,-122.762537
0,1,4,Tee,1000300397,15357,1820106909,200,DI,,46.35,,In Service,7898-0046-00,1999,Surrey,,,Final AB,,,,,,20020712,20110608,49.127788,-122.718229
0,1,4,Tee,1000300420,19509,1795506989,350,DI,,32.18,,In Service,7802-0358-00,2006,Surrey,,,Final AB,,,,,,20060404,20110608,49.129261,-122.724994
0,1,4,Tee,1000799326,,1946706776,200,PVC,,,,In Service,7804-0176-00,2006,Surrey,,,Final AB,20070709,,,,,20060913,20060913,49.125309,-122.683336
,1,2,Reducer,1001758978,,1640102765,600,DI,,,,In Service,7811-0269-00,2015,Surrey,,600 X 450 Reducer,Final AB,,,,,,20151021,20151023,49.052923,-122.768204
0,1,4,Tee,1000303952,8461,1336809897,,,76.5,,,In Service,,1979,Surrey,,,,,,,,,19891220,20171003,49.182351,-122.851300
0,0,4,Tee,1000310612,9691,1605301543,150,CAS,60.95,,,Abandoned,,1979,Surrey,,,,,,,,,19900315,20111007,49.031133,-122.777881
0,1,4,Tee,1000308070,16175,1645503568,100,DI,,1.89,,In Service,7895-0164-00,2002,Surrey,,,Final AB,,,,,,20021011,,49.067448,-122.766667
0,1,4,Tee,1000307126,16607,1219909246,200,DI,,91.46,,In Service,7801-0137-00,2002,Surrey,,,Final AB,,,,,,20030311,20110608,49.170370,-122.883624
0,1,4,Tee,1000305946,6698,1825205425,,,7.11,,,In Service,,1984,Surrey,,,,,,,,,19890815,,49.101225,-122.717004
0,1,4,Tee,1000306057,7417,1458910401,,,106.77,,,In Service,,1967,Surrey,,,,,,,,,19891003,,49.191434,-122.817561
0,1,4,Tee,1000306129,12275,1518810506,,,79.93,,,In Service,,1978,Surrey,,,,,,,,,19900822,,49.193297,-122.801028
0,1,4,Tee,1000299364,10513,1480001638,,,98.69,,,In Service,,1976,Surrey,,,,,,,,,19900508,20171003,49.032903,-122.812335
0,1,4,Tee,1000306193,12425,1515210929,,,93.5,,,In Service,,1959,Surrey,,,,,,,,,19900828,,49.200956,-122.802007
0,1,4,Tee,1000306385,11826,1218510350,,,1.9,,,In Service,,1970,Surrey,,,,,,,,,19900808,,49.190587,-122.883934
0,1,4,Tee,1000306450,12094,1206409603,,,90.16,,,In Service,,1971,Surrey,,,,,,,,,19900810,,49.177081,-122.887297
0,1,4,Tee,1000306471,12291,1264410212,,,79.14,,,In Service,,1984,Surrey,,,,,,,,,19900822,,49.188087,-122.871262
0,1,4,Tee,1000306487,12348,1264210163,,,78.7,,,In Service,,1984,Surrey,,,,,,,,,19900823,,49.187203,-122.871315
0,1,4,Tee,1000306652,7217,1519910104,,,88.28,,,In Service,,1975,Surrey,,,,,,,,,19891002,,49.186026,-122.800760
0,1,4,Tee,1000306666,7407,1489410308,,,94.18,,,In Service,,1973,Surrey,,,,,,,,,19891003,,49.189736,-122.809163
0,1,4,Tee,1000306767,7621,1488309699,,,96.2,,,In Service,,1981,Surrey,,,,,,,,,19891010,,49.178708,-122.809502
0,1,4,Tee,1000306780,7668,1479010224,,,98.35,,,In Service,,1975,Surrey,,,,,,,,,19891012,,49.188220,-122.812050
0,1,4,Tee,1000305664,8730,1893806353,,,69.41,,,In Service,,1990,Surrey,,,,,,,,,19900109,20171003,49.117958,-122.697993
0,1,4,Tee,1000311809,10311,1639508527,,,61.74,,,In Service,,1990,Surrey,,,,,,,,,19900419,20171003,49.157441,-122.767891
0,1,4,Tee,1000306792,561,1519409601,,,91.26,,,In Service,,1980,Surrey,,,,,,,,,19910527,,49.176922,-122.800929
0,1,4,Tee,1000306890,6147,1235409424,,,91.3,,,In Service,,1975,Surrey,,,,,,,,,19890707,,49.173836,-122.879309
0,1,4,Tee,1000306893,6152,1235309349,,,90.75,,,In Service,,1981,Surrey,,,,,,,,,19890707,,49.172482,-122.879319
0,1,4,Tee,1000303942,8450,1322109705,,,77.05,,,In Service,,1976,Surrey,,,,,,,,,19891218,,49.178901,-122.855370
0,1,1,Cross,1000315067,7853,1298306805,,,83.37,,,In Service,,1976,Surrey,,,,,,,,,19891030,20171003,49.126435,-122.862079
0,1,4,Tee,1000311875,4565,1630008526,,,64.35,,,In Service,,1992,Surrey,,,,,,,,,19920722,20171003,49.157427,-122.770510
0,1,4,Tee,1000299362,10511,1470201638,,,93.93,,,In Service,,1976,Surrey,,,,,,,,,19900507,20171003,49.032908,-122.815052
0,1,2,Reducer,1000311966,14298,1647708262,400,ST,,58.43,,In Service,1200-6130-00,2006,Surrey,,400 X 350,Final AB,,,,,,19980622,20070719,49.152381,-122.765650
0,1,4,Tee,1000301705,2317,1720302572,,,91,,,In Service,,1981,Surrey,,,,,,,,,19890124,20070220,49.049373,-122.746158
0,1,4,Tee,1000306420,12045,1206209912,,,74.43,,,In Service,,1987,Surrey,,,,,,,,,19900809,20171003,49.182671,-122.887328
0,1,4,Tee,1000298273,8569,1775810334,,,2.61,,,In Service,,1992,Surrey,,,,,,,,,19930113,20070426,49.189805,-122.730106
0,1,4,Tee,1000306421,12046,1210710010,,,64.08,,,In Service,,1987,Surrey,,,,,,,,,19900809,20171003,49.184449,-122.886081
,1,4,Tee,1001411793,,1408810308,250,CAS,,104.37,,In Service,7810-0163-00,2013,Surrey,,,Final AB,,,,,,20130709,20151118,49.189519,-122.831423
0,1,4,Tee,1000297470,8593,1403707004,,,66.56,,,In Service,,1981,Surrey,,,,,,,,,19900104,20170922,49.129997,-122.833005
0,1,4,Tee,1000298216,2965,1920509621,,,12.41,,,In Service,,1978,Surrey,,,,,,,,,19890214,,49.177041,-122.690275
0,1,4,Tee,1000303313,6020,1624409608,,,53.71,,,In Service,,1979,Surrey,,,,,,,,,19890622,,49.177009,-122.771955
0,1,4,Tee,1000303436,12301,1254710413,,,72.24,,,In Service,,1971,Surrey,,,,,,,,,19900822,,49.191716,-122.873935
0,1,4,Tee,1000303439,12305,1269810410,,,88.12,,,In Service,,1971,Surrey,,,,,,,,,19900822,,49.191659,-122.869764
,1,4,Tee,1001594796,,1294905610,250,DI,,57,,In Service,7810-0048-00,2015,Surrey,,,Final AB,,,,,,20130510,20160519,49.104561,-122.863121
0,1,4,Tee,1000314391,8044,1348006857,,,67.08,,,In Service,,1982,Surrey,,,,,,,,,19891114,20170922,49.127108,-122.848410
0,1,4,Tee,1000314298,17858,1338906861,200,DI,,69.5,,In Service,12033060-00,2004,Surrey,,,Final AB,,,,,,20041025,20170922,49.127167,-122.850922
0,1,4,Tee,1000303518,6773,1239010734,,,3.2,,,In Service,,1977,Surrey,,,,,,,,,19890829,,49.197526,-122.878259
0,1,4,Tee,1000300784,14792,1440601963,,,93.33,,,In Service,,1997,Surrey,,,,,,,,,19990115,,49.038496,-122.823191
0,1,4,Tee,1000313010,596,1418906331,,,28.9,,,In Service,,1980,Surrey,,,,,,,,,19880921,20080704,49.117820,-122.828862
0,1,4,Tee,1000313083,9195,1370805721,,,90.37,,,In Service,,1995,Surrey,,,,,,,,,19880915,,49.106790,-122.842164
0,1,4,Tee,1000302055,9211,1215502943,,,0.31,,,In Service,,1984,Surrey,,,,,,,,,19900202,20170922,49.056603,-122.885057
0,1,4,Tee,1000313337,9526,1460102344,,,102.5,,,In Service,,1974,Surrey,,,,,,,,,19900305,,49.045694,-122.817775
0,1,4,Tee,1000313396,2495,1445402950,,,35.89,,,In Service,,1990,Surrey,,,,,,,,,19910429,,49.056662,-122.821770
0,1,4,Tee,1000302056,9212,1228502855,,,0.3,,,In Service,,1984,Surrey,,,,,,,,,19900202,20170922,49.055007,-122.881478
,1,3,Tap,1001795922,,1917603572,400,DI,,43.93,,In Service,7812-0159-00,2015,Surrey,,,Final AB,,,,,,20151204,20170922,49.067341,-122.691727
0,1,4,Tee,1000313461,13823,1487503068,,,38.92,,,In Service,,1992,Surrey,,,,,,,,,19941125,,49.058766,-122.810175
0,1,4,Tee,1000314302,19589,1347906857,250,DI,,66.78,,In Service,7805-0041-00,2009,Surrey,,,Final AB,,,,,,20091019,20170922,49.127108,-122.848436
0,1,4,Tee,1000313778,9868,1618001337,,,45.6,,,In Service,,1983,Surrey,,,,,,,,,19900320,,49.027403,-122.774397
0,1,4,Tee,1000313846,10025,1621400941,,,26.56,,,In Service,,1984,Surrey,,,,,,,,,19900326,,49.020223,-122.773508
0,1,4,Tee,1000313912,4105,1655900749,,,25.4,,,In Service,,1988,Surrey,,,,,,,,,19911113,,49.016732,-122.764021
0,1,4,Tee,1000313980,2892,1692710718,,,22.41,,,In Service,,1974,Surrey,,,,,,,,,19890210,,49.197040,-122.753009
0,1,4,Tee,1000314126,3579,1605708993,,,68.7,,,In Service,,1990,Surrey,,,,,,,,,19910618,,49.165896,-122.777186
0,1,4,Tee,1000314137,12879,1629509229,,,50.05,,,In Service,,1990,Surrey,,,,,,,,,19910724,,49.170150,-122.770591
0,1,4,Tee,1000314161,8438,1609209021,,,66.7,,,In Service,,1993,Surrey,,,,,,,,,19940920,,49.166400,-122.776216
0,1,4,Tee,1000309857,991,1732506348,,,16.48,,,In Service,,1976,Surrey,,,,,,,,,19881006,,49.117971,-122.742435
0,1,2,Reducer,1000315661,15116,1575403917,200,DI,,2.73,,In Service,7899-0248-,2001,Surrey,,,Final AB,,,,,,20020619,20110608,49.073803,-122.785919
0,1,2,Reducer,1000315666,15154,1538903165,300,DI,,39,,In Service,7897-0317-,2000,Surrey,,,Final AB,,,,,,20020625,20110608,49.060194,-122.796051
